,PROPERTY_TYPE,CITY,OWNTYPE,BEDROOM_NUM,FURNISH,FACING,AGE,TOTAL_FLOOR,PRICE_SQFT,AREA,PRICE,BALCONY_NUM,FLOOR_NUM,BHK,LOCALITY,LATITUDE,LONGITUDE,LUXURY
16126,Independent House/Villa,Gurgaon,1,4.0,4,5,2,2,181818.0,1485.0,30000000.0,2,2,4,Sector 23,28.5117291,77.0550072,Luxury
16127,Independent House/Villa,Gurgaon,1,3.0,4,1,3,1,143750.0,1440.0,23000000.0,1,1,3,Sector 4,28.4741603,77.0075055,Luxury
16128,Residential Apartment,Gurgaon,1,2.0,4,4,1,11,8864.0,1610.0,10700000.0,3,5,2,Sector 84,28.408225,76.962987,Luxury
16129,Residential Apartment,Gurgaon,1,3.0,4,4,1,19,8553.0,1929.0,16500000.0,1,12,3,Sector 86,28.397175,76.935532,Luxury
16130,Residential Apartment,Gurgaon,1,2.0,2,0,1,14,5750.0,1360.0,6900000.0,1,1,2,Sector 86,28.397063,76.933117,Luxury
16131,Residential Apartment,Gurgaon,1,3.0,2,3,6,20,8500.0,2050.0,17400000.0,2,2,3,Sector 79,28.356562,76.973291,Luxury
16132,Residential Apartment,Gurgaon,1,2.0,4,3,5,26,10054.0,915.0,9900000.0,3,5,2,Sector 102,28.479276836122,76.976094508889,Luxury
16133,Residential Apartment,Gurgaon,1,3.0,4,3,5,47,12990.0,2040.0,26500000.0,4,42,3,Sector 65,28.40845,77.06856,Luxury
16134,Residential Apartment,Gurgaon,1,2.0,4,1,5,47,12767.0,1261.0,16100000.000000002,4,31,2,Sector 65,28.40845,77.06856,Luxury
16135,Independent/Builder Floor,Gurgaon,1,3.0,1,5,6,4,10628.0,2070.0,22000000.0,2,4,3,C Block Pocket I Mayfield Garden,28.42046,77.0615,Luxury
16136,Independent/Builder Floor,Gurgaon,1,4.0,4,3,1,4,104166.0,3240.0,37500000.0,2,4,4,Greenwood City,28.446127,77.06218,Luxury
16137,Independent/Builder Floor,Gurgaon,1,4.0,4,1,1,4,96944.0,3240.0,34900000.0,2,1,4,Greenwood City,28.446127,77.06218,Luxury
16138,Independent/Builder Floor,Gurgaon,1,3.0,4,3,1,4,116111.0,1620.0,20900000.0,2,2,3,Greenwood City,28.446127,77.06218,Luxury
16139,Independent/Builder Floor,Gurgaon,1,3.0,4,3,1,4,110555.0,1620.0,19900000.0,2,1,3,Greenwood City,28.446127,77.06218,Luxury
16140,Independent/Builder Floor,Gurgaon,1,4.0,4,5,1,4,115000.0,4500.0,57500000.0,2,1,4,DLF Phase 4,28.465786,77.083806,Luxury
16141,Independent/Builder Floor,Gurgaon,1,4.0,4,3,1,4,109800.0,4500.0,54900000.0,2,2,4,DLF Phase 4,28.465786,77.083806,Luxury
16142,Independent/Builder Floor,Gurgaon,1,4.0,4,1,1,4,118055.0,3240.0,47900000.0,2,3,4,DLF Phase 1,28.4754909,77.1032095,Luxury
16143,Residential Apartment,Gurgaon,1,4.0,4,3,1,29,12186.0,2872.0,35000000.0,4,12,4,Sector 81,28.3889069,76.9513279,Luxury
16144,Residential Apartment,Gurgaon,1,3.0,4,5,6,32,16030.0,2588.0,41500000.0,2,21,3,Sector 62,28.40356,77.085012,Luxury
16145,Residential Apartment,Gurgaon,1,4.0,4,1,5,33,19734.0,3395.0,67000000.0,3,19,4,Sector 59,28.409433,77.105276,Luxury
16146,Residential Apartment,Gurgaon,1,3.0,4,5,1,17,15454.0,2200.0,34000000.0,2,8,3,Sector 66,28.401406,77.050549,Luxury
16147,Residential Apartment,Gurgaon,1,4.0,4,4,2,16,12422.0,2415.0,30000000.0,2,11,4,Sector 66,28.400046,77.054728,Luxury
16148,Residential Apartment,Gurgaon,1,2.0,4,5,5,47,12291.0,1261.0,15500000.0,2,12,2,Sector 65,28.40845,77.06856,Luxury
16149,Independent/Builder Floor,Gurgaon,1,3.0,4,3,1,3,10000.0,1500.0,15000000.0,2,2,3,Sector 57,28.4234414,77.0765927,Luxury
16150,Residential Apartment,Gurgaon,1,4.0,4,5,1,4,15294.0,4250.0,65000000.0,4,0,4,Sector 72,28.402309427353,77.036047802092,Luxury
16151,Residential Apartment,Gurgaon,1,4.0,4,3,2,13,10518.0,2567.0,27000000.0,4,13,4,Sector 48,28.4053168,77.0417872,Luxury
16152,Residential Apartment,Gurgaon,1,4.0,4,3,1,29,10408.0,2450.0,25500000.0,4,5,4,Sector 104,28.4819794,76.9911183,Luxury
16153,Residential Apartment,Gurgaon,1,3.0,4,6,1,25,10464.0,2300.0,23200000.0,4,4,3,Sector 113,28.532594,77.020297,Luxury
16154,Residential Apartment,Gurgaon,1,3.0,4,5,1,25,11500.0,2217.0,23000000.0,4,16,3,Sector 113,28.532594,77.020297,Luxury
16155,Residential Apartment,Gurgaon,1,3.0,4,6,1,25,16363.0,2217.0,27000000.0,4,4,3,Sector 113,28.5346215,77.0195192,Luxury
16156,Residential Apartment,Gurgaon,1,3.0,4,5,3,14,11300.0,2345.0,26500000.0,4,12,3,Sector 48,28.40622,77.042469,Luxury
16157,Residential Apartment,Gurgaon,1,4.0,4,3,1,40,13425.0,2905.0,39000000.0,4,39,4,Sector 72,28.4053742,77.0361544,Luxury
16158,Independent House/Villa,Gurgaon,1,4.0,4,3,1,2,217529.0,2259.0,54600000.0,4,2,4,Sector 67,28.4320243,76.9859591,Luxury
16159,Residential Apartment,Gurgaon,1,3.0,4,5,1,31,11627.0,2150.0,25000000.0,4,15,3,Sector 70A,28.3842333,77.0183583,Luxury
16160,Independent/Builder Floor,Gurgaon,1,4.0,4,3,6,4,8300.0,4518.0,37500000.0,2,4,4,South City 2,28.418353,77.053084,Luxury
16161,Independent/Builder Floor,Gurgaon,1,4.0,1,3,6,4,7922.0,4986.0,39500000.0,2,2,5,Malibu Town,28.422656,77.045656,Luxury
16162,Independent/Builder Floor,Gurgaon,1,4.0,4,3,6,4,12808.0,3240.0,41500000.0,2,4,4,DLF Phase 4,28.465786,77.083806,Luxury
16163,Independent/Builder Floor,Gurgaon,1,4.0,4,3,6,4,9722.0,2160.0,21000000.0,2,2,4,South City 2,28.418353,77.053084,Luxury
16164,Independent/Builder Floor,Gurgaon,1,4.0,4,3,6,4,9110.0,2799.0,25500000.0,2,3,4,Uppals Southend,28.4107213,77.0465652,Luxury
16165,Independent/Builder Floor,Gurgaon,1,4.0,4,3,6,4,8518.0,2700.0,23000000.0,2,1,4,Sector 48,28.4153994,77.037736,Luxury
16166,Independent/Builder Floor,Gurgaon,1,4.0,1,3,1,4,8038.0,2799.0,22500000.0,2,1,4,Uppals Southend,28.4107213,77.0465652,Luxury
16167,Independent/Builder Floor,Gurgaon,1,4.0,4,7,6,4,7044.0,3762.0,26500000.0,2,3,4,Sushant Lok Phase 2,28.47805,77.074159,Luxury
16168,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,12812.0,3200.0,41000000.0,2,4,4,South City 2,28.418353,77.053084,Luxury
16169,Independent/Builder Floor,Gurgaon,1,3.0,1,5,1,3,8611.0,1800.0,15500000.0,2,3,3,Uppals Southend,28.4107213,77.0465652,Luxury
16170,Independent/Builder Floor,Gurgaon,1,4.0,4,3,6,4,12777.0,4626.0,57500000.0,2,4,4,Cyber City,28.496058,77.088872,Luxury
16171,Independent/Builder Floor,Gurgaon,1,4.0,4,3,6,4,11437.0,3060.0,35000000.0,2,4,4,DLF Phase 2,28.4889627,77.0866646,Luxury
16172,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,8478.0,4986.0,39000000.0,2,1,5,Malibu Town,28.422656,77.045656,Luxury
16173,Independent/Builder Floor,Gurgaon,1,4.0,4,3,6,4,11574.0,3240.0,37500000.0,2,4,4,Sector 45,28.442663,77.05756,Luxury
16174,Independent/Builder Floor,Gurgaon,1,4.0,4,3,6,4,6851.0,2700.0,18500000.0,2,4,4,Sector 67A,28.382146,77.055471,Luxury
16175,Independent/Builder Floor,Gurgaon,1,4.0,4,3,6,4,11111.0,3150.0,35000000.0,2,4,4,South City 2,28.418353,77.053084,Luxury
16176,Residential Apartment,Gurgaon,1,3.0,4,5,6,32,22702.0,2530.0,42000000.0,4,19,3,Sector 62,28.40356,77.085012,Luxury
16177,Independent House/Villa,Gurgaon,1,4.0,4,5,1,3,343750.0,3150.0,82500000.0,4,3,4,Sector 48,28.463784,77.062503,Luxury
16178,Residential Apartment,Gurgaon,1,3.0,4,5,1,32,17581.0,2588.0,45500000.0,3,11,3,Sector 62,28.4067756,77.0823482,Luxury
16179,Residential Apartment,Gurgaon,1,4.0,4,5,5,34,15454.0,2750.0,42500000.0,4,5,4,Sector 106,28.509518516781,76.988676053722,Luxury
16180,Residential Apartment,Gurgaon,1,3.0,4,5,5,34,14016.0,1855.0,26000000.0,3,3,3,Sector 106,28.509518516781,76.988676053722,Luxury
16181,Residential Apartment,Gurgaon,1,3.0,4,3,2,18,10243.0,2587.0,26500000.0,4,12,3,Sector 57,28.4234414,77.0765927,Luxury
16182,Residential Apartment,Gurgaon,1,3.0,1,3,1,18,8615.0,1950.0,16800000.0,3,15,2,Sector 70,28.393486,77.018605,Luxury
16183,Residential Apartment,Gurgaon,1,3.0,4,5,5,34,13846.0,1625.0,22500000.0,3,2,3,Sector 106,28.509518516781,76.988676053722,Luxury
16184,Residential Apartment,Gurgaon,1,2.0,4,5,5,34,12857.0,1400.0,18000000.0,2,1,2,Sector 106,28.509518516781,76.988676053722,Luxury
16185,Residential Apartment,Gurgaon,1,4.0,4,5,2,14,11686.0,2567.0,30000000.0,3,6,4,Sector 48,28.4153994,77.037736,Luxury
16186,Residential Apartment,Gurgaon,1,3.0,4,5,1,32,17581.0,2588.0,45500000.0,3,13,3,Sector 62,28.4067756,77.0823482,Luxury
16187,Residential Apartment,Gurgaon,1,4.0,4,5,2,17,16282.0,3900.0,63500000.0,3,8,4,Sector 66,28.3982709,77.053568,Luxury
16188,Residential Apartment,Gurgaon,1,4.0,4,5,2,17,16153.0,3900.0,63000000.0,3,8,4,Sector 66,28.3982709,77.053568,Luxury
16189,Independent/Builder Floor,Gurgaon,1,3.0,4,3,6,4,140000.0,2250.0,35000000.0,4,4,3,DLF Phase 2,28.4889627,77.0866646,Luxury
16190,Residential Apartment,Gurgaon,1,3.0,4,5,1,32,17387.0,2588.0,45000000.0,3,11,3,Sector 62,28.4067756,77.0823482,Luxury
16191,Residential Apartment,Gurgaon,2,3.0,4,5,3,18,12043.0,2491.0,30000000.0,4,8,3,Nirvana Country,28.42049,77.06328,Luxury
16192,Residential Apartment,Gurgaon,2,3.0,4,5,3,16,12183.0,2093.0,25500000.0,3,15,3,Nirvana Country,28.42049,77.06328,Luxury
16193,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,11851.0,2700.0,32000000.0,2,2,4,Sushant Lok Phase 1,28.455618,77.083076,Luxury
16194,Residential Apartment,Gurgaon,1,4.0,4,5,6,12,10833.0,2400.0,26000000.0,4,7,4,Sector 69,28.395755,77.032352,Luxury
16195,Residential Apartment,Gurgaon,1,4.0,4,3,2,12,9375.0,2400.0,22500000.0,4,5,4,Sector 70,28.39435,77.029824,Luxury
16196,Residential Apartment,Gurgaon,1,4.0,4,5,2,14,6839.0,2193.0,15000000.0,4,8,4,Sector 71,28.416575,77.025941,Luxury
16197,Residential Apartment,Gurgaon,1,3.0,4,5,2,14,7214.0,1802.0,13000000.0,3,9,4,Sector 71,28.416575,77.025941,Luxury
16198,Residential Apartment,Gurgaon,1,3.0,4,0,2,14,7377.0,1762.0,13000000.0,2,1,4,Sector 71,28.416575,77.025941,Luxury
16199,Residential Apartment,Gurgaon,1,3.0,4,5,2,14,7171.0,1743.0,12500000.0,2,12,4,Sector 71,28.416575,77.025941,Luxury
16200,Residential Apartment,Gurgaon,1,2.0,4,5,2,14,7095.0,1198.0,8500000.0,2,8,4,Sector 71,28.416575,77.025941,Luxury
16201,Residential Apartment,Gurgaon,1,4.0,4,3,1,19,9075.0,2325.0,21100000.0,3,15,4,Sector 92,28.409208,76.925732,Luxury
16202,Residential Apartment,Gurgaon,1,4.0,4,5,3,14,11297.0,2567.0,29000000.0,4,6,4,Sector 48,28.4153994,77.037736,Luxury
16203,Residential Apartment,Gurgaon,1,2.0,4,5,2,13,13942.0,1040.0,14500000.0,1,5,4,Sector 50,28.413115,77.057045,Luxury
16204,Residential Apartment,Gurgaon,1,2.0,4,5,2,19,13913.0,1450.0,16000000.0,2,3,2,Nirvana Country,28.41461,77.06013,Luxury
16205,Residential Apartment,Gurgaon,1,4.0,4,5,2,17,16666.0,4200.0,70000000.0,3,15,4,Sector 66,28.401406,77.050549,Luxury
16206,Residential Apartment,Gurgaon,1,4.0,4,5,2,17,16710.0,3800.0,63500000.0,4,5,4,Sector 66,28.401406,77.050549,Luxury
16207,Residential Apartment,Gurgaon,1,3.0,4,5,2,17,15227.0,2200.0,33500000.0,3,11,4,Sector 66,28.401406,77.050549,Luxury
16208,Residential Apartment,Gurgaon,1,3.0,4,5,1,13,17391.0,1350.0,20000000.0,2,4,4,Sector 65,28.398753,77.072105,Luxury
16209,Residential Apartment,Gurgaon,1,2.0,4,5,1,13,16842.0,1020.0,16000000.0,2,7,2,Sector 65,28.4056704,77.070837,Luxury
16210,Residential Apartment,Gurgaon,1,3.0,4,5,6,18,14500.0,2781.0,40300000.0,4,9,3,Sector 22,28.5068253,77.0636419,Luxury
16211,Residential Apartment,Gurgaon,1,3.0,4,0,1,30,19834.0,3025.0,60000000.0,1,17,3,Sector 59,28.409463,77.108186,Luxury
16212,Residential Apartment,Gurgaon,1,3.0,4,1,1,29,20871.0,2156.0,45000000.0,2,21,3,sector 58,28.412502,77.113072,Luxury
16213,Residential Apartment,Gurgaon,1,3.0,4,5,6,18,16397.0,1860.0,30500000.0,3,5,3,Sector 22,28.504246,77.068649,Luxury
16214,Residential Apartment,Gurgaon,1,3.0,4,5,6,18,14922.0,2781.0,41500000.0,4,5,3,Sector 22,28.504246,77.068649,Luxury
16215,Residential Apartment,Gurgaon,1,4.0,4,5,3,14,11492.0,2567.0,29500000.0,4,6,4,Sector 48,28.4153994,77.037736,Luxury
16216,Residential Apartment,Gurgaon,1,3.0,4,5,5,47,13676.0,1828.0,25000000.0,3,18,3,Sector 65,28.4056704,77.070837,Luxury
16217,Residential Apartment,Gurgaon,1,3.0,2,1,6,18,8974.0,1950.0,17500000.0,3,15,3,Sector 70,28.393486,77.018605,Luxury
16218,Residential Apartment,Gurgaon,1,4.0,4,0,2,9,13188.0,4360.0,57500000.0,4,7,4,DLF Phase 3,28.503241,77.098734,Luxury
16219,Residential Apartment,Gurgaon,1,4.0,4,6,3,20,19540.0,2610.0,51000000.0,3,9,4,DLF Phase 5,28.448805,77.093635,Luxury
16220,Independent/Builder Floor,Gurgaon,1,3.0,4,5,6,4,11728.0,2430.0,28500000.0,2,2,3,DLF Phase 4,28.465786,77.083806,Luxury
16221,Independent House/Villa,Gurgaon,1,4.0,4,4,3,2,29715.0,1935.0,57500000.0,3,2,4,C Block Sushant Lok Phase 1,28.454279,77.085314,Luxury
16222,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,12037.0,2700.0,32500000.0,2,2,4,B Block Sushant Lok Phase 1,28.466154,77.077396,Luxury
16223,Independent/Builder Floor,Gurgaon,1,2.0,4,0,5,4,7301.0,1260.0,9200000.0,2,2,2,Sector 37D,28.439540901931,76.969755011392,Luxury
16224,Independent/Builder Floor,Gurgaon,1,3.0,4,5,2,3,7407.0,2160.0,16000000.0,2,2,3,Nirvana Country,28.42049,77.06328,Luxury
16225,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,13888.0,2700.0,37500000.0,2,2,5,DLF Phase 1,28.4754909,77.1032095,Luxury
16226,Residential Apartment,Gurgaon,2,4.0,4,5,3,18,14765.0,2946.0,43500000.0,1,5,4,Nirvana Country,28.414817,77.065124,Luxury
16227,Residential Apartment,Gurgaon,2,4.0,4,5,3,18,14800.0,2939.0,43500000.0,3,5,4,Nirvana Country,28.42049,77.06328,Luxury
16228,Residential Apartment,Gurgaon,1,2.0,4,5,1,14,6818.0,1540.0,10500000.0,3,9,2,Sector 37D,28.444091,76.967096,Luxury
16229,Residential Apartment,Gurgaon,1,2.0,2,1,6,22,8664.0,1385.0,12000000.0,2,3,2,Sector-33 Sohna,28.279509,77.06703,Luxury
16230,Residential Apartment,Gurgaon,2,4.0,4,5,3,18,14596.0,2946.0,43000000.0,1,7,4,Nirvana Country,28.42049,77.06328,Luxury
16231,Residential Apartment,Gurgaon,2,2.0,4,5,3,18,11848.0,1688.0,20000000.0,1,7,2,Sector 41,28.4580615,77.0636419,Luxury
16232,Residential Apartment,Gurgaon,2,3.0,4,5,3,18,11944.0,2093.0,25000000.0,3,8,3,Nirvana Country,28.42049,77.06328,Luxury
16233,Residential Apartment,Gurgaon,1,3.0,4,5,6,23,8834.0,1811.0,16000000.0,2,12,4,Sector 37D,28.455542686641,76.9733897433,Luxury
16234,Residential Apartment,Gurgaon,1,3.0,2,4,1,13,6666.0,1875.0,12500000.0,3,10,3,Sector 90,28.40845,76.931977,Luxury
16235,Residential Apartment,Gurgaon,1,3.0,4,0,2,32,13106.0,2060.0,27000000.0,3,21,3,Sector 61,28.41474,77.09192,Luxury
16236,Residential Apartment,Gurgaon,1,4.0,2,1,6,43,14500.0,6000.0,87000000.0,4,22,4,Gwal Pahari,28.437178,77.133522,Luxury
16237,Residential Apartment,Gurgaon,1,4.0,2,0,6,43,12897.0,5350.0,69000000.0,4,6,4,Gwal Pahari,28.437178,77.133522,Luxury
16238,Residential Apartment,Gurgaon,1,4.0,4,0,6,43,14392.0,5350.0,77000000.0,4,27,4,Gwal Pahari,28.437178,77.133522,Luxury
16239,Residential Apartment,Gurgaon,1,3.0,4,1,2,16,10578.0,2127.0,22500000.0,3,6,3,Sector 41,28.461886,77.064177,Luxury
16240,Residential Apartment,Gurgaon,1,4.0,4,0,2,9,14843.0,3200.0,47500000.0,3,3,4,DLF Phase 3,28.503241,77.098734,Luxury
16241,Residential Apartment,Gurgaon,1,2.0,4,0,6,18,8666.0,1350.0,11700000.0,3,5,2,Sector 70,28.393486,77.018605,Luxury
16242,Residential Apartment,Gurgaon,1,4.0,4,5,3,17,12183.0,4268.0,52000000.0,4,14,4,Nirvana Country,28.412919,77.069362,Luxury
16243,Residential Apartment,Gurgaon,2,4.0,4,5,3,17,13947.0,4268.0,53000000.0,4,3,4,Nirvana Country,28.412919,77.069362,Luxury
16244,Residential Apartment,Gurgaon,1,3.0,1,5,3,18,12667.0,2605.0,33000000.0,3,2,3,Nirvana Country,28.42049,77.06328,Luxury
16245,Residential Apartment,Gurgaon,1,4.0,4,5,2,14,11297.0,2567.0,29000000.0,3,5,4,Sector 48,28.4153994,77.037736,Luxury
16246,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,21764.0,1700.0,37000000.0,4,3,4,DLF Phase 1,28.4754909,77.1032095,Luxury
16247,Residential Apartment,Gurgaon,1,3.0,4,3,6,26,9989.0,1852.0,20000000.0,4,6,3,Sector 102,28.479276836122,76.976094508889,Luxury
16248,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,12500.0,2800.0,35000000.0,4,4,4,South City 2,28.418353,77.053084,Luxury
16249,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,15263.0,1900.0,29000000.0,3,4,4,Sector 56,28.42606,77.099483,Luxury
16250,Residential Apartment,Gurgaon,1,3.0,4,5,6,30,16421.0,2588.0,42500000.0,3,20,3,Sector 62,28.40356,77.085012,Luxury
16251,Residential Apartment,Gurgaon,1,2.0,4,5,1,33,17572.0,1508.0,26500000.0,2,7,2,Sector 62,28.4067756,77.0823482,Luxury
16252,Residential Apartment,Gurgaon,1,3.0,4,5,1,32,12647.0,1700.0,21500000.0,3,15,3,Sector 61,28.4094527,77.095297,Luxury
16253,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,17647.0,1700.0,30000000.0,3,1,4,B Block Sushant Lok Phase 1,28.466154,77.077396,Luxury
16254,Residential Apartment,Gurgaon,1,2.0,4,5,1,32,17241.0,1508.0,26000000.0,2,25,2,Sector 62,28.4067756,77.0823482,Luxury
16255,Residential Apartment,Gurgaon,1,4.0,4,5,1,19,10512.0,2325.0,20500000.0,4,15,4,Sector 92,28.407854,76.9153281,Luxury
16256,Residential Apartment,Gurgaon,2,3.0,4,5,2,17,13448.0,2491.0,33500000.0,4,7,3,Nirvana Country,28.412919,77.069362,Luxury
16257,Residential Apartment,Gurgaon,1,3.0,4,5,2,18,11944.0,2093.0,25000000.0,3,4,3,Nirvana Country,28.414817,77.065124,Luxury
16258,Residential Apartment,Gurgaon,1,3.0,4,5,2,18,12183.0,2093.0,25500000.0,3,2,3,Nirvana Country,28.414817,77.065124,Luxury
16259,Residential Apartment,Gurgaon,1,3.0,4,5,1,32,16000.0,2588.0,43500000.0,3,16,3,Sector 62,28.4067756,77.0823482,Luxury
16260,Independent/Builder Floor,Gurgaon,1,3.0,4,1,1,4,58181.0,2475.0,16000000.0,2,2,3,Palam Vihar,28.5129305,77.037736,Luxury
16261,Independent/Builder Floor,Gurgaon,1,3.0,4,1,1,4,73039.0,1836.0,14900000.0,2,1,3,Sector 22,28.5068253,77.0636419,Luxury
16262,Independent/Builder Floor,Gurgaon,1,3.0,4,1,1,4,74144.0,2367.0,19500000.0,2,1,3,Sector 22,28.5068253,77.0636419,Luxury
16263,Residential Apartment,Gurgaon,1,4.0,1,5,2,17,15166.0,3000.0,45500000.0,4,3,4,Nirvana Country,28.412919,77.069362,Luxury
16264,Residential Apartment,Gurgaon,1,4.0,1,5,2,17,15000.0,3000.0,45000000.0,3,8,4,Nirvana Country,28.412919,77.069362,Luxury
16265,Residential Apartment,Gurgaon,1,3.0,4,6,1,13,5680.0,1285.0,7300000.0,2,8,3,Sector 37D,28.447605,76.9719366,Luxury
16266,Residential Apartment,Gurgaon,1,3.0,2,5,1,32,16803.0,2588.0,43500000.0,3,25,3,Sector 62,28.40356,77.085012,Luxury
16267,Independent House/Villa,Gurgaon,1,5.0,4,8,1,2,10181.0,5500.0,56000000.0,2,2,5,Sushant Lok Phase 1,28.48804,77.08765,Luxury
16268,Residential Apartment,Gurgaon,1,3.0,2,3,6,20,11589.0,1812.0,21000000.0,3,15,3,Sector 69,28.392974,77.031674,Luxury
16269,Residential Apartment,Gurgaon,1,5.0,2,4,2,12,7391.0,4600.0,34000000.0,4,0,5,Sector 70,28.39435,77.029824,Luxury
16270,Residential Apartment,Gurgaon,1,3.0,2,3,6,20,12417.0,1812.0,22500000.0,3,7,3,Sector 69,28.392974,77.031674,Luxury
16271,Residential Apartment,Gurgaon,1,5.0,4,4,2,12,8831.0,3850.0,34000000.0,4,12,5,Sector 70,28.39435,77.029824,Luxury
16272,Residential Apartment,Gurgaon,1,5.0,2,4,2,12,7608.0,4600.0,35000000.0,4,0,5,Sector 70,28.39435,77.029824,Luxury
16273,Independent House/Villa,Gurgaon,1,7.0,1,2,2,3,236842.0,3420.0,90000000.0,4,3,7,Sector 70,28.39435,77.029824,Luxury
16274,Independent/Builder Floor,Gurgaon,1,4.0,1,4,6,4,137500.0,3240.0,49500000.0,2,0,4,Nirvana Country,28.411105,77.064876,Luxury
16275,Residential Apartment,Gurgaon,1,4.0,4,0,6,26,11467.0,2180.0,25000000.0,3,15,4,Sector 102,28.479276836122,76.976094508889,Luxury
16276,Independent House/Villa,Gurgaon,1,4.0,4,7,1,2,149999.0,200.0,30000000.0,3,2,4,Patel Nagar,28.428244,77.08299,Luxury
16277,Residential Apartment,Gurgaon,1,4.0,4,7,1,12,9541.0,2200.0,21000000.0,2,6,4,Sector 49,28.4091958,77.0478112,Luxury
16278,Residential Apartment,Gurgaon,1,3.0,4,5,1,12,10152.0,1773.0,18000000.0,2,8,3,Sector 49,28.4091958,77.0478112,Luxury
16279,Residential Apartment,Gurgaon,1,2.0,4,7,1,13,11291.0,1720.0,12500000.0,3,7,2,Sector 49,28.4091958,77.0478112,Luxury
16280,Independent/Builder Floor,Gurgaon,1,2.0,2,0,6,4,15000.0,1000.0,15000000.0,1,0,2,Sector 57,28.4234414,77.0765927,Luxury
16281,Independent/Builder Floor,Gurgaon,1,3.0,2,0,6,4,21875.0,1600.0,35000000.0,2,1,3,DLF Phase 4,28.465786,77.083806,Luxury
16282,Residential Apartment,Gurgaon,1,3.0,4,1,6,13,8171.0,1285.0,10500000.0,2,3,3,Sector 37D,28.447369,76.97195,Luxury
16283,Residential Apartment,Gurgaon,1,2.0,4,1,6,19,11342.0,1296.0,14700000.0,2,5,2,Sector 67A,28.386101,77.070028,Luxury
16284,Residential Apartment,Gurgaon,1,2.0,4,1,6,19,10579.0,1484.0,15700000.0,2,3,2,Sector 67A,28.386101,77.070028,Luxury
16285,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4,126582.0,2844.0,40000000.0,4,4,4,DLF Phase 1,28.4754909,77.1032095,Luxury
16286,Residential Apartment,Gurgaon,1,3.0,4,5,2,18,17400.0,2895.0,43500000.0,4,8,3,Sector 53,28.445927,77.099865,Luxury
16287,Residential Apartment,Gurgaon,1,4.0,4,1,3,14,9333.0,4500.0,42000000.0,4,14,4,Sector 48,28.40622,77.042469,Luxury
16288,Residential Apartment,Gurgaon,1,4.0,4,1,3,14,8095.0,4200.0,34000000.0,4,14,4,Sector 49,28.40922,77.049483,Luxury
16289,Independent House/Villa,Gurgaon,1,7.0,4,0,1,3,188461.0,2340.0,49000000.0,4,3,7,Sector 48,28.41161,77.03995,Luxury
16290,Independent House/Villa,Gurgaon,1,4.0,4,3,1,2,291666.0,3240.0,105000000.0,4,2,4,Nirvana Country,28.416747,77.063677,Luxury
16291,Residential Apartment,Gurgaon,1,3.0,4,5,1,30,24539.0,2282.0,56000000.0,3,9,3,Sector 54,28.443185,77.108897,Luxury
16292,Residential Apartment,Gurgaon,1,3.0,4,5,2,18,16580.0,2895.0,48000000.0,4,6,3,Sector 53,28.4412952,77.0981743,Luxury
16293,Residential Apartment,Gurgaon,1,3.0,4,5,2,18,12408.0,3425.0,42500000.0,4,14,3,Sector 53,28.4412952,77.0981743,Luxury
16294,Residential Apartment,Gurgaon,1,3.0,4,5,2,18,13644.0,2895.0,39500000.0,4,8,3,Sector 53,28.4412952,77.0981743,Luxury
16295,Independent House/Villa,Gurgaon,1,5.0,2,1,6,3,311111.0,3240.0,112000000.0,4,3,5,South City 2,28.418353,77.053084,Luxury
16296,Residential Apartment,Gurgaon,1,3.0,4,3,2,14,7047.0,1802.0,12700000.0,4,3,3,Sector 71,28.4069773,77.024781,Luxury
16297,Residential Apartment,Gurgaon,1,3.0,2,3,2,14,7160.0,1620.0,11600000.0,4,0,3,Sector 71,28.4069773,77.024781,Luxury
16298,Residential Apartment,Gurgaon,1,3.0,4,5,1,18,18181.0,2895.0,40000000.0,4,5,3,Sector 53,28.4412952,77.0981743,Luxury
16299,Independent House/Villa,Gurgaon,1,5.0,2,1,6,3,319444.0,3240.0,115000000.0,4,3,5,Nirvana Country,28.42049,77.06328,Luxury
16300,Residential Apartment,Gurgaon,1,3.0,4,5,1,17,12294.0,1643.0,20200000.0,4,10,3,South City 1,28.4583384,77.06652,Luxury
16301,Residential Apartment,Gurgaon,1,3.0,0,5,1,16,7865.0,2085.0,16399999.999999998,4,1,3,Sector 72,28.40951,77.033576,Luxury
16302,Independent House/Villa,Gurgaon,1,4.0,4,5,1,2,362068.0,2610.0,105000000.0,4,2,4,Nirvana Country,28.408214,77.060398,Luxury
16303,Independent House/Villa,Gurgaon,1,5.0,0,5,6,3,185185.0,4860.0,100000000.0,4,3,5,Sector 33,28.428798,77.029648,Luxury
