,PROPERTY_TYPE,CITY,LOCALITY,OWNTYPE,BEDROOM_NUM,BALCONY_NUM,FURNISH,FACING,AGE,FLOOR_NUM,TOTAL_FLOOR,PRICE_SQFT,CARPET_SQFT,SUPERBUILTUP_SQFT,AREA,PRICE,BHK,LATITUDE,LONGITUDE,LUXURY
8137,Independent/Builder Floor,Gurgaon,DLF Phase 4,1,4.0,2.0,4,3,6,4,4.0,12808.0,3100.0,3240.0,3240,41500000.0,4.0,28.465786,77.083806,Luxury
8138,Independent/Builder Floor,Gurgaon,South City 2,1,4.0,2.0,4,3,6,2,4.0,9722.0,2100.0,2160.0,2160,21000000.0,4.0,28.418353,77.053084,Luxury
8139,Independent/Builder Floor,Gurgaon,Uppals Southend,1,4.0,2.0,4,3,6,3,4.0,9110.0,2600.0,2799.0,2799,25500000.0,4.0,28.4107213,77.0465652,Luxury
8140,Independent/Builder Floor,Gurgaon,Sector 48,1,4.0,2.0,4,3,6,1,4.0,8518.0,2600.0,2700.0,2700,23000000.0,4.0,28.4153994,77.037736,Luxury
8141,Independent/Builder Floor,Gurgaon,Uppals Southend,1,4.0,2.0,1,3,1,1,4.0,8038.0,2600.0,2799.0,2799,22500000.0,4.0,28.4107213,77.0465652,Luxury
8142,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 2,1,4.0,2.0,4,7,6,3,4.0,7044.0,3600.0,3762.0,3762,26500000.0,4.0,28.47805,77.074159,Luxury
8143,Independent/Builder Floor,Gurgaon,South City 2,1,4.0,2.0,4,5,6,4,4.0,12812.0,3000.0,3200.0,3200,41000000.0,4.0,28.418353,77.053084,Luxury
8144,Independent/Builder Floor,Gurgaon,Uppals Southend,1,3.0,2.0,1,5,1,3,3.0,8611.0,1700.0,1800.0,1800,15500000.0,,28.4107213,77.0465652,Luxury
8145,Independent/Builder Floor,Gurgaon,Cyber City,1,4.0,2.0,4,3,6,4,4.0,12777.0,4500.0,4626.0,4626,57500000.0,4.0,28.496058,77.088872,Luxury
8146,Independent/Builder Floor,Gurgaon,DLF Phase 2,1,4.0,2.0,4,3,6,4,4.0,11437.0,2900.0,3060.0,3060,35000000.0,4.0,28.4889627,77.0866646,Luxury
8147,Independent/Builder Floor,Gurgaon,Malibu Town,1,4.0,2.0,4,5,6,1,4.0,8478.0,4600.0,4986.0,4986,39000000.0,5.0,28.422656,77.045656,Luxury
8148,Independent/Builder Floor,Gurgaon,Sector 45,1,4.0,2.0,4,3,6,4,4.0,11574.0,3000.0,3240.0,3240,37500000.0,4.0,28.442663,77.05756,Luxury
8149,Independent/Builder Floor,Gurgaon,Sector 67A,1,4.0,2.0,4,3,6,4,4.0,6851.0,2300.0,2700.0,2700,18500000.0,4.0,28.382146,77.055471,Luxury
8150,Independent/Builder Floor,Gurgaon,South City 2,1,4.0,2.0,4,3,6,4,4.0,11111.0,2800.0,3150.0,3150,35000000.0,4.0,28.418353,77.053084,Luxury
8151,Residential Apartment,Gurgaon,Sector 62,1,3.0,4.0,4,5,6,19,32.0,22702.0,1850.0,2530.0,2530,42000000.0,3.0,28.40356,77.085012,Semi-luxury
8152,Independent House/Villa,Gurgaon,Sector 48,1,4.0,4.0,4,5,1,,3.0,343750.0,2160.000000000216,,3150,82500000.0,4.0,28.463784,77.062503,Luxury
8153,Residential Apartment,Gurgaon,Sector 62,1,3.0,3.0,4,5,1,11,32.0,17581.0,2000.0,2588.0,2588,45500000.0,3.0,28.4067756,77.0823482,Semi-luxury
8154,Residential Apartment,Gurgaon,Sector 106,1,4.0,4.0,4,5,5,5,34.0,15454.0,2250.0,2750.0,2750,42500000.0,,28.509518516781,76.988676053722,Semi-luxury
8155,Residential Apartment,Gurgaon,Sector 106,1,3.0,3.0,4,5,5,3,34.0,14016.0,1550.0,1855.0,1855,26000000.0,,28.509518516781,76.988676053722,Semi-luxury
8156,Residential Apartment,Gurgaon,Sector 57,1,3.0,4.0,4,3,2,12,18.0,10243.0,,2587.0,2587,26500000.0,,28.4234414,77.0765927,Semi-luxury
8157,Residential Apartment,Gurgaon,Sector 70,1,3.0,3.0,1,3,1,15,18.0,8615.0,1161.0,1950.0,1950,16800000.0,2.0,28.393486,77.018605,Semi-luxury
8158,Residential Apartment,Gurgaon,Sector 106,1,3.0,3.0,4,5,5,2,34.0,13846.0,1425.0,1625.0,1625,22500000.0,,28.509518516781,76.988676053722,Semi-luxury
8159,Residential Apartment,Gurgaon,Sector 106,1,2.0,2.0,4,5,5,1,34.0,12857.0,1200.0,1400.0,1400,18000000.0,,28.509518516781,76.988676053722,Semi-luxury
8160,Residential Apartment,Gurgaon,Sector 48,1,4.0,3.0,4,5,2,6,14.0,11686.0,2000.0,2567.0,2567,30000000.0,4.0,28.4153994,77.037736,Semi-luxury
8161,Residential Apartment,Gurgaon,Sector 62,1,3.0,3.0,4,5,1,13,32.0,17581.0,2000.0,2588.0,2588,45500000.0,3.0,28.4067756,77.0823482,Semi-luxury
8162,Residential Apartment,Gurgaon,Sector 66,1,4.0,3.0,4,5,2,8,17.0,16282.0,3200.0,3900.0,3900,63500000.0,4.0,28.3982709,77.053568,Semi-luxury
8163,Residential Apartment,Gurgaon,Sector 66,1,4.0,3.0,4,5,2,8,17.0,16153.0,3200.0,3900.0,3900,63000000.0,4.0,28.3982709,77.053568,Semi-luxury
8164,Independent/Builder Floor,Gurgaon,DLF Phase 2,1,3.0,4.0,4,3,6,4,4.0,140000.0,2250.000000000225,,2250,35000000.0,3.0,28.4889627,77.0866646,Luxury
8165,Residential Apartment,Gurgaon,Sector 62,1,3.0,3.0,4,5,1,11,32.0,17387.0,2000.0,2588.0,2588,45000000.0,3.0,28.4067756,77.0823482,Semi-luxury
8166,Residential Apartment,Gurgaon,Nirvana Country,2,3.0,4.0,4,5,3,8,18.0,12043.0,2000.0,2491.0,2491,30000000.0,3.0,28.42049,77.06328,Semi-luxury
8167,Residential Apartment,Gurgaon,Nirvana Country,2,3.0,3.0,4,5,3,15,16.0,12183.0,1500.0,2093.0,2093,25500000.0,3.0,28.42049,77.06328,Semi-luxury
8168,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 1,1,4.0,2.0,4,5,6,2,4.0,11851.0,2100.0,2700.0,2700,32000000.0,4.0,28.455618,77.083076,Luxury
8169,Residential Apartment,Gurgaon,Sector 69,1,4.0,4.0,4,5,6,7,12.0,10833.0,1900.0,2400.0,2400,26000000.0,4.0,28.395755,77.032352,Semi-luxury
8170,Residential Apartment,Gurgaon,Sector 70,1,4.0,4.0,4,3,2,5,12.0,9375.0,1950.0,2400.0,2400,22500000.0,4.0,28.39435,77.029824,Semi-luxury
8171,Residential Apartment,Gurgaon,Sector 71,1,4.0,4.0,4,5,2,8,14.0,6839.0,1790.0,2193.0,2193,15000000.0,4.0,28.416575,77.025941,Semi-luxury
8172,Residential Apartment,Gurgaon,Sector 71,1,3.0,3.0,4,5,2,9,14.0,7214.0,1500.0,1802.0,1802,13000000.0,4.0,28.416575,77.025941,Semi-luxury
8173,Residential Apartment,Gurgaon,Sector 71,1,3.0,2.0,4,0,2,1,14.0,7377.0,1450.0,1762.0,1762,13000000.0,4.0,28.416575,77.025941,Semi-luxury
8174,Residential Apartment,Gurgaon,Sector 71,1,3.0,2.0,4,5,2,12,14.0,7171.0,1450.0,1743.0,1743,12500000.0,4.0,28.416575,77.025941,Semi-luxury
8175,Residential Apartment,Gurgaon,Sector 71,1,2.0,2.0,4,5,2,8,14.0,7095.0,900.0,1198.0,1198,8500000.0,4.0,28.416575,77.025941,Semi-luxury
8176,Residential Apartment,Gurgaon,Sector 92,1,4.0,3.0,4,3,1,15,19.0,9075.0,2000.0,2325.0,2325,21100000.0,4.0,28.409208,76.925732,Semi-luxury
8177,Residential Apartment,Gurgaon,Sector 48,1,4.0,4.0,4,5,3,6,14.0,11297.0,2000.0,2567.0,2567,29000000.0,4.0,28.4153994,77.037736,Semi-luxury
8178,Residential Apartment,Gurgaon,Sector 50,1,2.0,1.0,4,5,2,5,13.0,13942.0,800.0,1040.0,1040,14500000.0,4.0,28.413115,77.057045,Semi-luxury
8179,Residential Apartment,Gurgaon,Nirvana Country,1,2.0,2.0,4,5,2,3,19.0,13913.0,1150.0,1450.0,1450,16000000.0,2.0,28.41461,77.06013,Semi-luxury
8180,Residential Apartment,Gurgaon,Sector 66,1,4.0,3.0,4,5,2,15,17.0,16666.0,3400.0,4200.0,4200,70000000.0,4.0,28.401406,77.050549,Semi-luxury
8181,Residential Apartment,Gurgaon,Sector 66,1,4.0,4.0,4,5,2,5,17.0,16710.0,3200.0,3800.0,3800,63500000.0,4.0,28.401406,77.050549,Semi-luxury
8182,Residential Apartment,Gurgaon,Sector 66,1,3.0,3.0,4,5,2,11,17.0,15227.0,1800.0,2200.0,2200,33500000.0,4.0,28.401406,77.050549,Semi-luxury
8183,Residential Apartment,Gurgaon,Sector 65,1,3.0,2.0,4,5,1,4,13.0,17391.0,1150.0,1350.0,1350,20000000.0,4.0,28.398753,77.072105,Semi-luxury
8185,Residential Apartment,Gurgaon,Sector 65,1,2.0,2.0,4,5,1,7,13.0,16842.0,900.0,1020.0,1020,16000000.0,,28.4056704,77.070837,Semi-luxury
8186,Residential Apartment,Gurgaon,Sector 22,1,3.0,4.0,4,5,6,9,18.0,14500.0,1802.0,2781.0,2781,40300000.0,3.0,28.5068253,77.0636419,Semi-luxury
8187,Residential Apartment,Gurgaon,Sector 59,1,3.0,1.0,4,0,1,17,30.0,19834.0,3025.0,,3025,60000000.0,,28.409463,77.108186,Semi-luxury
8188,Residential Apartment,Gurgaon,sector 58,1,3.0,2.0,4,1,1,21,29.0,20871.0,1600.0,2156.0,2156,45000000.0,,28.412502,77.113072,Semi-luxury
8189,Residential Apartment,Gurgaon,Sector 22,1,3.0,3.0,4,5,6,5,18.0,16397.0,1210.0,1860.0,1860,30500000.0,3.0,28.504246,77.068649,Semi-luxury
8190,Residential Apartment,Gurgaon,Sector 22,1,3.0,4.0,4,5,6,5,18.0,14922.0,1668.0,2781.0,2781,41500000.0,3.0,28.504246,77.068649,Semi-luxury
8191,Residential Apartment,Gurgaon,Sector 48,1,4.0,4.0,4,5,3,6,14.0,11492.0,2000.0,2567.0,2567,29500000.0,4.0,28.4153994,77.037736,Semi-luxury
8192,Residential Apartment,Gurgaon,Sector 65,1,3.0,3.0,4,5,5,18,47.0,13676.0,,1828.0,1828,25000000.0,,28.4056704,77.070837,Semi-luxury
8193,Residential Apartment,Gurgaon,Sector 70,1,3.0,3.0,2,1,6,15,18.0,8974.0,1161.0,1950.0,1950,17500000.0,3.0,28.393486,77.018605,Semi-luxury
8194,Residential Apartment,Gurgaon,DLF Phase 3,1,4.0,4.0,4,0,2,7,9.0,13188.0,3400.0,4360.0,4360,57500000.0,4.0,28.503241,77.098734,Semi-luxury
8195,Residential Apartment,Gurgaon,DLF Phase 5,1,4.0,3.0,4,6,3,9,20.0,19540.0,2300.0,2610.0,2610,51000000.0,4.0,28.448805,77.093635,Semi-luxury
8196,Independent/Builder Floor,Gurgaon,DLF Phase 4,1,3.0,2.0,4,5,6,2,4.0,11728.0,1944.0,2430.0,2430,28500000.0,4.0,28.465786,77.083806,Luxury
8197,Independent House/Villa,Gurgaon,C Block Sushant Lok Phase 1,1,4.0,3.0,4,4,3,,2.0,29715.0,,,1935,57500000.0,,28.454279,77.085314,Luxury
8198,Independent/Builder Floor,Gurgaon,B Block Sushant Lok Phase 1,1,4.0,2.0,4,5,6,2,4.0,12037.0,2100.0,2700.0,2700,32500000.0,4.0,28.466154,77.077396,Luxury
8199,Independent/Builder Floor,Gurgaon,Sector 37D,1,2.0,2.0,4,0,5,2,4.0,7301.0,750.0,1260.0,1260,9200000.0,,28.439540901931,76.969755011392,Luxury
8200,Independent/Builder Floor,Gurgaon,Nirvana Country,1,3.0,2.0,4,5,2,2,3.0,7407.0,1400.0,2160.0,2160,16000000.0,,28.42049,77.06328,Luxury
8201,Independent/Builder Floor,Gurgaon,DLF Phase 1,1,4.0,2.0,4,5,6,2,4.0,13888.0,2160.0,2700.0,2700,37500000.0,4.0,28.4754909,77.1032095,Luxury
8202,Residential Apartment,Gurgaon,Nirvana Country,2,4.0,1.0,4,5,3,5,18.0,14765.0,2500.0,2946.0,2946,43500000.0,4.0,28.414817,77.065124,Semi-luxury
8203,Residential Apartment,Gurgaon,Nirvana Country,2,4.0,3.0,4,5,3,5,18.0,14800.0,2500.0,2939.0,2939,43500000.0,4.0,28.42049,77.06328,Semi-luxury
8204,Residential Apartment,Gurgaon,Sector 37D,1,2.0,3.0,4,5,1,9,14.0,6818.0,1232.0,1540.0,1540,10500000.0,2.0,28.444091,76.967096,Semi-luxury
8205,Residential Apartment,Gurgaon,Sector-33 Sohna,1,2.0,2.0,2,1,6,3,22.0,8664.0,1385.0,,1385,12000000.0,2.0,28.279509,77.06703,Semi-luxury
8206,Residential Apartment,Gurgaon,Nirvana Country,2,4.0,1.0,4,5,3,7,18.0,14596.0,2500.0,2946.0,2946,43000000.0,4.0,28.42049,77.06328,Semi-luxury
8207,Residential Apartment,Gurgaon,Sector 41,2,2.0,1.0,4,5,3,7,18.0,11848.0,1200.0,1688.0,1688,20000000.0,2.0,28.4580615,77.0636419,Semi-luxury
8208,Residential Apartment,Gurgaon,Nirvana Country,2,3.0,3.0,4,5,3,8,18.0,11944.0,1500.0,2093.0,2093,25000000.0,3.0,28.42049,77.06328,Semi-luxury
8209,Residential Apartment,Gurgaon,Sector 37D,1,3.0,2.0,4,5,6,12,23.0,8834.0,1200.0,1811.0,1811,16000000.0,4.0,28.455542686641,76.9733897433,Semi-luxury
8210,Residential Apartment,Gurgaon,Sector 90,1,3.0,3.0,2,4,1,10,13.0,6666.0,,1875.0,1875,12500000.0,,28.40845,76.931977,Semi-luxury
8211,Residential Apartment,Gurgaon,Sector 61,1,3.0,3.0,4,0,2,21,32.0,13106.0,1600.0,2060.0,2060,27000000.0,3.0,28.41474,77.09192,Semi-luxury
8212,Residential Apartment,Gurgaon,Gwal Pahari,1,4.0,4.0,2,1,6,22,43.0,14500.0,,6000.0,6000,87000000.0,4.0,28.437178,77.133522,Semi-luxury
8213,Residential Apartment,Gurgaon,Gwal Pahari,1,4.0,4.0,2,0,6,6,43.0,12897.0,,5350.0,5350,69000000.0,4.0,28.437178,77.133522,Semi-luxury
8214,Residential Apartment,Gurgaon,Gwal Pahari,1,4.0,4.0,4,0,6,27,43.0,14392.0,,5350.0,5350,77000000.0,4.0,28.437178,77.133522,Semi-luxury
8215,Residential Apartment,Gurgaon,Sector 41,1,3.0,3.0,4,1,2,6,16.0,10578.0,1900.0,2127.0,2127,22500000.0,3.0,28.461886,77.064177,Semi-luxury
8216,Residential Apartment,Gurgaon,DLF Phase 3,1,4.0,3.0,4,0,2,3,9.0,14843.0,,3200.0,3200,47500000.0,4.0,28.503241,77.098734,Semi-luxury
8217,Residential Apartment,Gurgaon,Sector 70,1,2.0,3.0,4,0,6,5,18.0,8666.0,,1350.0,1350,11700000.0,2.0,28.393486,77.018605,Semi-luxury
8218,Residential Apartment,Gurgaon,Nirvana Country,1,4.0,4.0,4,5,3,14,17.0,12183.0,3800.0,4268.0,4268,52000000.0,4.0,28.412919,77.069362,Semi-luxury
8219,Residential Apartment,Gurgaon,Nirvana Country,2,4.0,4.0,4,5,3,3,17.0,13947.0,3800.0,4268.0,4268,53000000.0,4.0,28.412919,77.069362,Semi-luxury
8220,Residential Apartment,Gurgaon,Nirvana Country,1,3.0,3.0,1,5,3,2,18.0,12667.0,2200.0,2605.0,2605,33000000.0,3.0,28.42049,77.06328,Semi-luxury
8221,Residential Apartment,Gurgaon,Sector 48,1,4.0,3.0,4,5,2,5,14.0,11297.0,2000.0,2567.0,2567,29000000.0,4.0,28.4153994,77.037736,Semi-luxury
8222,Independent/Builder Floor,Gurgaon,DLF Phase 1,1,4.0,4.0,4,5,6,3,4.0,21764.0,1700.0,,1700,37000000.0,,28.4754909,77.1032095,Luxury
8223,Residential Apartment,Gurgaon,Sector 102,1,3.0,4.0,4,3,6,6,26.0,9989.0,,1852.0,1852,20000000.0,3.0,28.479276836122,76.976094508889,Semi-luxury
8224,Independent/Builder Floor,Gurgaon,South City 2,1,4.0,4.0,4,5,6,4,4.0,12500.0,2200.0,2800.0,2800,35000000.0,,28.418353,77.053084,Luxury
8225,Independent/Builder Floor,Gurgaon,Sector 56,1,4.0,3.0,4,5,6,4,4.0,15263.0,1700.0,1900.0,1900,29000000.0,,28.42606,77.099483,Luxury
8226,Residential Apartment,Gurgaon,Sector 62,1,3.0,3.0,4,5,6,20,30.0,16421.0,2100.0,2588.0,2588,42500000.0,,28.40356,77.085012,Semi-luxury
8227,Residential Apartment,Gurgaon,Sector 62,1,2.0,2.0,4,5,1,7,33.0,17572.0,1100.0,1508.0,1508,26500000.0,2.0,28.4067756,77.0823482,Semi-luxury
8228,Residential Apartment,Gurgaon,Sector 61,1,3.0,3.0,4,5,1,15,32.0,12647.0,,1700.0,1700,21500000.0,,28.4094527,77.095297,Semi-luxury
8229,Independent/Builder Floor,Gurgaon,B Block Sushant Lok Phase 1,1,4.0,3.0,4,5,6,1,4.0,17647.0,1700.0,,1700,30000000.0,,28.466154,77.077396,Luxury
8230,Residential Apartment,Gurgaon,Sector 62,1,2.0,2.0,4,5,1,25,32.0,17241.0,1000.0,1508.0,1508,26000000.0,2.0,28.4067756,77.0823482,Semi-luxury
8231,Residential Apartment,Gurgaon,Sector 92,1,4.0,4.0,4,5,1,15,19.0,10512.0,1950.0,2325.0,2325,20500000.0,4.0,28.407854,76.9153281,Semi-luxury
8232,Residential Apartment,Gurgaon,Nirvana Country,2,3.0,4.0,4,5,2,7,17.0,13448.0,2000.0,2491.0,2491,33500000.0,3.0,28.412919,77.069362,Semi-luxury
8233,Residential Apartment,Gurgaon,Nirvana Country,1,3.0,3.0,4,5,2,4,18.0,11944.0,1500.0,2093.0,2093,25000000.0,3.0,28.414817,77.065124,Semi-luxury
8234,Residential Apartment,Gurgaon,Nirvana Country,1,3.0,3.0,4,5,2,2,18.0,12183.0,1500.0,2093.0,2093,25500000.0,3.0,28.414817,77.065124,Semi-luxury
8235,Residential Apartment,Gurgaon,Sector 62,1,3.0,3.0,4,5,1,16,32.0,16000.0,2000.0,2588.0,2588,43500000.0,3.0,28.4067756,77.0823482,Semi-luxury
8236,Independent/Builder Floor,Gurgaon,Palam Vihar,1,3.0,2.0,4,1,1,2,4.0,58181.0,2475.0000000002474,,2475,16000000.0,,28.5129305,77.037736,Luxury
8237,Independent/Builder Floor,Gurgaon,Sector 22,1,3.0,2.0,4,1,1,1,4.0,73039.0,1836.0000000001835,,1836,14900000.0,,28.5068253,77.0636419,Luxury
8238,Independent/Builder Floor,Gurgaon,Sector 22,1,3.0,2.0,4,1,1,1,4.0,74144.0,2367.0000000002365,,2367,19500000.0,,28.5068253,77.0636419,Luxury
8239,Residential Apartment,Gurgaon,Nirvana Country,1,4.0,4.0,1,5,2,3,17.0,15166.0,2500.0,3000.0,3000,45500000.0,4.0,28.412919,77.069362,Semi-luxury
8240,Residential Apartment,Gurgaon,Nirvana Country,1,4.0,3.0,1,5,2,8,17.0,15000.0,2500.0,3000.0,3000,45000000.0,4.0,28.412919,77.069362,Semi-luxury
8241,Residential Apartment,Gurgaon,Sector 37D,1,3.0,2.0,4,6,1,8,13.0,5680.0,1028.0,1285.0,1285,7300000.0,3.0,28.447605,76.9719366,Semi-luxury
8242,Residential Apartment,Gurgaon,Sector 62,1,3.0,3.0,2,5,1,25,32.0,16803.0,2000.0,2588.79,2588,43500000.0,3.0,28.40356,77.085012,Semi-luxury
8243,Independent House/Villa,Gurgaon,Sushant Lok Phase 1,1,5.0,2.0,4,8,1,,2.0,10181.0,,,5500,56000000.0,5.0,28.48804,77.08765,Luxury
8244,Residential Apartment,Gurgaon,Sector 69,1,3.0,3.0,2,3,6,15,20.0,11589.0,1040.0,1812.0,1812,21000000.0,3.0,28.392974,77.031674,Semi-luxury
8245,Residential Apartment,Gurgaon,Sector 70,1,5.0,4.0,2,4,2,G,12.0,7391.0,3600.0,4600.0,4600,34000000.0,5.0,28.39435,77.029824,Semi-luxury
8246,Residential Apartment,Gurgaon,Sector 69,1,3.0,3.0,2,3,6,7,20.0,12417.0,,1812.0,1812,22500000.0,3.0,28.392974,77.031674,Semi-luxury
8247,Residential Apartment,Gurgaon,Sector 70,1,5.0,4.0,4,4,2,12,12.0,8831.0,,3850.0,3850,34000000.0,5.0,28.39435,77.029824,Semi-luxury
8248,Residential Apartment,Gurgaon,Sector 70,1,5.0,4.0,2,4,2,G,12.0,7608.0,3550.0,4600.0,4600,35000000.0,5.0,28.39435,77.029824,Semi-luxury
8249,Independent House/Villa,Gurgaon,Sector 70,1,7.0,4.0,1,2,2,,3.0,236842.0,,,3420,90000000.0,7.0,28.39435,77.029824,Luxury
8250,Independent/Builder Floor,Gurgaon,Nirvana Country,1,4.0,2.0,1,4,6,G,4.0,137500.0,,,3240,49500000.0,4.0,28.411105,77.064876,Luxury
8251,Residential Apartment,Gurgaon,Sector 102,1,4.0,3.0,4,0,6,15,26.0,11467.0,1315.0,2180.0,2180,25000000.0,,28.479276836122,76.976094508889,Semi-luxury
8252,Independent House/Villa,Gurgaon,Patel Nagar,1,4.0,3.0,4,7,1,,2.0,149999.0,,,200,30000000.0,4.0,28.428244,77.08299,Luxury
8253,Residential Apartment,Gurgaon,Sector 49,1,4.0,2.0,4,7,1,6,12.0,9541.0,2100.0,2200.9,2200,21000000.0,4.0,28.4091958,77.0478112,Semi-luxury
8254,Residential Apartment,Gurgaon,Sector 49,1,3.0,2.0,4,5,1,8,12.0,10152.0,1770.0,1773.0,1773,18000000.0,3.0,28.4091958,77.0478112,Semi-luxury
8255,Residential Apartment,Gurgaon,Sector 49,1,2.0,3.0,4,7,1,7,13.0,11291.0,1107.0,,1720,12500000.0,2.0,28.4091958,77.0478112,Semi-luxury
8256,Independent/Builder Floor,Gurgaon,Sector 57,1,2.0,1.0,2,0,6,G,4.0,15000.0,1000.0,,1000,15000000.0,,28.4234414,77.0765927,Luxury
8257,Independent/Builder Floor,Gurgaon,DLF Phase 4,1,3.0,2.0,2,0,6,1,4.0,21875.0,1600.0,,1600,35000000.0,,28.465786,77.083806,Luxury
8258,Residential Apartment,Gurgaon,Sector 37D,1,3.0,2.0,4,1,6,3,13.0,8171.0,,1285.0,1285,10500000.0,3.0,28.447369,76.97195,Semi-luxury
8259,Residential Apartment,Gurgaon,Sector 67A,1,2.0,2.0,4,1,6,5,19.0,11342.0,743.0,1296.0,1296,14700000.0,2.0,28.386101,77.070028,Semi-luxury
8260,Residential Apartment,Gurgaon,Sector 67A,1,2.0,2.0,4,1,6,3,19.0,10579.0,860.0,1484.0,1484,15700000.0,2.0,28.386101,77.070028,Semi-luxury
8261,Independent/Builder Floor,Gurgaon,DLF Phase 1,1,4.0,4.0,4,5,6,4,4.0,126582.0,2844.000000000284,,2844,40000000.0,4.0,28.4754909,77.1032095,Luxury
8262,Residential Apartment,Gurgaon,Sector 53,1,3.0,4.0,4,5,2,8,18.0,17400.0,2500.0,2895.0,2895,43500000.0,3.0,28.445927,77.099865,Semi-luxury
8263,Residential Apartment,Gurgaon,Sector 48,1,4.0,4.0,4,1,3,14,14.0,9333.0,,4500.0,4500,42000000.0,,28.40622,77.042469,Semi-luxury
8264,Residential Apartment,Gurgaon,Sector 49,1,4.0,4.0,4,1,3,14,14.0,8095.0,,4200.0,4200,34000000.0,,28.40922,77.049483,Semi-luxury
8265,Independent House/Villa,Gurgaon,Sector 48,1,7.0,4.0,4,0,1,,3.0,188461.0,,,2340,49000000.0,,28.41161,77.03995,Luxury
8266,Independent House/Villa,Gurgaon,Nirvana Country,1,4.0,4.0,4,3,1,,2.0,291666.0,,,3240,105000000.0,,28.416747,77.063677,Luxury
8267,Residential Apartment,Gurgaon,Sector 54,1,3.0,3.0,4,5,1,9,30.0,24539.0,2000.0,2282.0,2282,56000000.0,3.0,28.443185,77.108897,Semi-luxury
8268,Residential Apartment,Gurgaon,Sector 53,1,3.0,4.0,4,5,2,6,18.0,16580.0,2200.0,2895.0,2895,48000000.0,3.0,28.4412952,77.0981743,Semi-luxury
8269,Residential Apartment,Gurgaon,Sector 53,1,3.0,4.0,4,5,2,14,18.0,12408.0,2500.0,3425.0,3425,42500000.0,3.0,28.4412952,77.0981743,Semi-luxury
8270,Residential Apartment,Gurgaon,Sector 53,1,3.0,4.0,4,5,2,8,18.0,13644.0,2200.0,2895.0,2895,39500000.0,3.0,28.4412952,77.0981743,Semi-luxury
8271,Independent House/Villa,Gurgaon,South City 2,1,5.0,4.0,2,1,6,,3.0,311111.0,,,3240,112000000.0,5.0,28.418353,77.053084,Luxury
8272,Residential Apartment,Gurgaon,Sector 71,1,3.0,4.0,4,3,2,3,14.0,7047.0,1802.0,,1802,12700000.0,3.0,28.4069773,77.024781,Semi-luxury
8273,Residential Apartment,Gurgaon,Sector 71,1,3.0,4.0,2,3,2,G,14.0,7160.0,1620.0,,1620,11600000.0,3.0,28.4069773,77.024781,Semi-luxury
8274,Residential Apartment,Gurgaon,Sector 53,1,3.0,4.0,4,5,1,5,18.0,18181.0,2200.0,2895.0,2895,40000000.0,3.0,28.4412952,77.0981743,Semi-luxury
8275,Independent House/Villa,Gurgaon,Nirvana Country,1,5.0,4.0,2,1,6,,3.0,319444.0,,,3240,115000000.0,5.0,28.42049,77.06328,Luxury
8276,Residential Apartment,Gurgaon,South City 1,1,3.0,4.0,4,5,1,10,17.0,12294.0,1643.0,,1643,20200000.0,,28.4583384,77.06652,Semi-luxury
8277,Residential Apartment,Gurgaon,Sector 72,1,3.0,4.0,0,5,1,1,16.0,7865.0,1975.0,2085.0,2085,16399999.999999998,,28.40951,77.033576,Semi-luxury
8278,Independent House/Villa,Gurgaon,Nirvana Country,1,4.0,4.0,4,5,1,,2.0,362068.0,,,2610,105000000.0,,28.408214,77.060398,Luxury
8279,Independent House/Villa,Gurgaon,Sector 33,1,5.0,4.0,0,5,6,,3.0,185185.0,,,4860,100000000.0,,28.428798,77.029648,Luxury
8280,Independent House/Villa,Gurgaon,Nirvana Country,1,5.0,2.0,2,0,2,,3.0,319444.0,,,3240,115000000.0,,28.42049,77.06328,Luxury
8281,Residential Apartment,Gurgaon,Sector 42,1,4.0,4.0,4,5,6,2,38.0,70063.0,6280.0,7685.0,7685,440000000.0,4.0,28.458598,77.108078,Semi-luxury
8282,Residential Apartment,Gurgaon,Sector 67,1,3.0,4.0,4,5,2,5,14.0,12977.0,,1965.0,1965,25500000.0,3.0,28.38922,77.0551,Semi-luxury
8283,Residential Apartment,Gurgaon,Sector 48,1,4.0,4.0,4,1,3,10,14.0,12756.0,,2195.0,2195,28000000.0,,28.416629,77.038982,Semi-luxury
8284,Residential Apartment,Gurgaon,Sector 48,1,3.0,4.0,4,5,3,5,14.0,12401.0,,1895.0,1895,23500000.0,,28.416629,77.038982,Semi-luxury
8285,Residential Apartment,Gurgaon,Sector 48,1,3.0,4.0,4,1,3,10,14.0,12312.0,,1665.0,1665,20500000.0,3.0,28.416629,77.038982,Semi-luxury
8286,Residential Apartment,Gurgaon,Sector 48,1,3.0,4.0,4,5,2,9,16.0,11176.0,,2550.0,2550,28500000.0,,28.422235,77.033496,Semi-luxury
8287,Residential Apartment,Gurgaon,Sector 48,1,3.0,4.0,4,1,2,7,16.0,11276.0,,2350.0,2350,26500000.0,,28.422235,77.033496,Semi-luxury
8288,Residential Apartment,Gurgaon,Sector 47,1,4.0,4.0,4,5,1,8,18.0,17280.0,,3125.0,3125,54000000.0,,28.42775,77.05034,Semi-luxury
