,PROPERTY_TYPE,CITY,LOCALITY,OWNTYPE,BEDROOM_NUM,BALCONY_NUM,FURNISH,FACING,AGE,FLOOR_NUM,TOTAL_FLOOR,PRICE_SQFT,CARPET_SQFT,SUPERBUILTUP_SQFT,AREA,PRICE,BHK,LATITUDE,LONGITUDE,LUXURY
1786,Independent/Builder Floor,Gurgaon,Uppals Southend,1,4.0,2.0,4,1,1,3,4.0,12500.0,2200.0,,2200,27500000.0,4.0,28.410534,77.04613,Luxury
1787,Independent/Builder Floor,Gurgaon,DLF CITY,1,3.0,2.0,4,5,6,2,4.0,15000.0,1600.0,,1600,24000000.0,,28.46945,77.09141,Luxury
1788,Independent/Builder Floor,Gurgaon,Sector 50,1,4.0,2.0,1,3,6,2,4.0,11333.0,3000.0,,3000,34000000.0,4.0,28.417189,77.0559,Luxury
1789,Independent/Builder Floor,Gurgaon,Sector 65,1,4.0,3.0,4,4,5,1,4.0,16538.0,2600.0,,2600,43000000.0,,28.4056704,77.070837,Luxury
1790,Independent House/Villa,Gurgaon,Sushant Lok Phase 3,1,4.0,3.0,4,3,2,,2.0,200000.0,,,300,65000000.0,4.0,28.42348,77.08451,Luxury
1791,Residential Apartment,Gurgaon,Sector 102,1,4.0,4.0,2,3,1,15,24.0,9674.0,,4548.0,4548,44000000.0,4.0,28.481127,76.973756,Semi-luxury
1792,Residential Apartment,Gurgaon,Sector 111,1,4.0,4.0,2,5,1,9,21.0,13084.0,,2950.0,2950,38600000.0,4.0,28.519268,77.027259,Semi-luxury
1793,Residential Apartment,Gurgaon,Sector 72,1,4.0,4.0,4,5,1,8,40.0,14545.0,,3300.0,3300,48000000.0,4.0,28.402309427353,77.036047802092,Semi-luxury
1794,Residential Apartment,Gurgaon,Sector 72,1,4.0,3.0,4,5,1,12,40.0,13080.0,,2905.0,2905,38000000.0,4.0,28.402309427353,77.036047802092,Semi-luxury
1795,Residential Apartment,Gurgaon,Sector 72,1,4.0,3.0,4,5,1,8,40.0,16017.0,2310.0,2550.0,2550,37000000.0,4.0,28.402309427353,77.036047802092,Semi-luxury
1796,Residential Apartment,Gurgaon,Sector 72,1,3.0,3.0,4,5,1,7,40.0,16018.0,,2185.0,2185,35000000.0,3.0,28.402309427353,77.036047802092,Semi-luxury
1797,Residential Apartment,Gurgaon,Sector 113,1,2.0,3.0,2,1,6,5,13.0,11879.0,,1330.0,1330,15800000.0,2.0,28.5346372,77.0208773,Semi-luxury
1798,Residential Apartment,Gurgaon,Sector 109,1,3.0,4.0,4,5,6,10,20.0,9207.0,,1955.0,1955,18000000.0,3.0,28.5145139,77.0051715,Semi-luxury
1799,Independent/Builder Floor,Gurgaon,DLF Phase 1,1,4.0,2.0,4,6,6,2,4.0,134000.0,4500.00000000045,,4500,67000000.0,4.0,28.475081,77.108819,Luxury
1800,Independent/Builder Floor,Gurgaon,DLF Phase 1,1,3.0,2.0,4,2,6,3,4.0,13833.0,1800.0,,1800,24900000.000000004,3.0,28.475081,77.108819,Luxury
1801,Independent/Builder Floor,Gurgaon,DLF Phase 2,1,3.0,2.0,4,7,6,4,4.0,13777.0,16200.00000000162,,16200,24800000.0,,28.487694,77.088104,Luxury
1802,Independent/Builder Floor,Gurgaon,DLF Phase 4,1,3.0,2.0,4,1,6,1,4.0,13374.0,21870.000000002183,,21870,32500000.0,,28.465403,77.084345,Luxury
1803,Independent/Builder Floor,Gurgaon,Sector 56,1,4.0,2.0,4,6,6,4,4.0,10444.0,4500.0,,4500,47000000.0,,28.42606,77.099483,Luxury
1804,Independent/Builder Floor,Gurgaon,Sector 47,1,4.0,1.0,4,0,1,G,4.0,66878.0,2826.0000000002824,,2826,21000000.0,,28.426845,77.054737,Luxury
1805,Independent/Builder Floor,Gurgaon,Sector 67,1,4.0,1.0,4,0,1,4,4.0,83333.0,2700.00000000027,,2700,25000000.0,,28.4320243,76.9859591,Luxury
1806,Independent/Builder Floor,Gurgaon,Sector 67,1,4.0,1.0,4,0,1,2,4.0,76666.0,2700.00000000027,,2700,23000000.0,,28.4320243,76.9859591,Luxury
1807,Residential Land,Gurgaon,Sushant Lok Phase 3,1,,,0,0,0,,,195000.0,,,2160,46800000.0,,28.42348,77.08451,Semi-luxury
1808,Residential Land,Gurgaon,Sector 67,1,,,0,0,0,,,160000.0,,,3060,54400000.00000001,,28.4320243,76.9859591,Semi-luxury
1809,Residential Land,Gurgaon,Sushant Lok Phase 3,1,,,0,0,0,,,172093.0,,,1935,37000000.0,,28.42348,77.08451,Semi-luxury
1810,Independent/Builder Floor,Gurgaon,DLF Phase 1,1,3.0,2.0,4,5,6,1,3.0,12666.0,1800.0,,1800,22799999.999999996,,28.475081,77.108819,Luxury
1811,Independent/Builder Floor,Gurgaon,DLF Phase 2,1,4.0,2.0,4,5,6,3,4.0,12000.0,2700.0,,2700,32400000.000000004,4.0,28.489563,77.087681,Luxury
1812,Residential Apartment,Gurgaon,Sector 103,1,3.0,4.0,4,3,6,14,19.0,11268.0,1056.0,1940.0,1940,11900000.0,2.0,28.490989,76.987076,Semi-luxury
1813,Residential Land,Gurgaon,Sector 108,1,,,0,7,0,,4.0,94986.0,,,3231,40000000.0,,28.510599,76.98856,Semi-luxury
1814,Independent/Builder Floor,Gurgaon,Sector 65,1,4.0,4.0,4,2,6,1,4.0,16000.0,3500.0,,3500,56000000.0,4.0,28.407289,77.069686,Luxury
1815,Independent/Builder Floor,Gurgaon,Sector 65,1,4.0,3.0,4,5,6,3,4.0,12187.0,3000.0,,3200,39000000.0,4.0,28.4056324,77.0715747,Luxury
1816,Independent/Builder Floor,Gurgaon,Sector 65,1,4.0,3.0,1,1,1,1,4.0,14716.0,2650.0,,3300,39000000.0,4.0,28.407289,77.069686,Luxury
1817,Independent/Builder Floor,Gurgaon,Sector 65,1,4.0,3.0,4,1,1,1,3.0,13833.0,3000.0,,3000,41500000.0,4.0,28.407289,77.069686,Luxury
1818,Independent/Builder Floor,Gurgaon,Sector 65,1,4.0,4.0,4,3,6,1,4.0,15714.0,3500.0,,4000,55000000.0,4.0,28.40679,77.07424,Luxury
1819,Residential Apartment,Gurgaon,Sector 49,1,4.0,4.0,1,3,1,11,13.0,12708.0,,2754.0,2754,35000000.0,,28.416234,77.042805,Semi-luxury
1820,Residential Apartment,Gurgaon,Sector 102,1,3.0,3.0,4,5,5,10,26.0,11820.0,,1692.0,1692,20000000.0,3.0,28.479276836122,76.976094508889,Semi-luxury
1821,Residential Apartment,Gurgaon,Sector 102,1,2.0,2.0,4,5,5,5,14.0,11475.0,,915.0,915,10500000.0,2.0,28.479276836122,76.976094508889,Semi-luxury
1822,Residential Apartment,Gurgaon,Sector 48,0,3.0,3.0,4,5,2,G,14.0,32.0,,1860.0,1860,60000.0,3.0,28.416629,77.038982,Semi-luxury
1823,Independent/Builder Floor,Gurgaon,Sector 57,1,4.0,3.0,4,8,1,2,4.0,12500.0,1800.0,,1800,22500000.0,,28.421024,77.085884,Luxury
1824,Independent/Builder Floor,Gurgaon,DLF Phase 2,0,3.0,2.0,1,5,2,1,2.0,233.0,2700.00000000027,,2700,70000.0,,28.489563,77.087681,Luxury
1825,Independent/Builder Floor,Gurgaon,Malibu Town,1,3.0,2.0,4,3,6,2,4.0,16428.0,1400.0,2000.0,2000,23000000.0,,0.0,0.0,Luxury
1826,Residential Land,Gurgaon,Sector 83,1,,,0,8,0,,4.0,115131.0,,,1368,17500000.0,,28.39661,76.97283,Semi-luxury
1827,Residential Land,Gurgaon,Sector 73,1,,,0,3,0,,4.0,134971.0,,,1575,25500000.0,,28.408414,77.011761,Semi-luxury
1828,Independent House/Villa,Gurgaon,DLF Phase 2,1,12.0,4.0,4,5,1,,4.0,388888.0,2430.000000000243,,2718,105000000.0,3.0,28.4889627,77.0866646,Luxury
1829,Independent/Builder Floor,Gurgaon,Sector 63A,1,3.0,2.0,4,8,1,1,4.0,10388.0,1800.0,,1800,18700000.0,,28.392382,77.089173,Luxury
1830,Independent/Builder Floor,Gurgaon,Sector 63A,1,3.0,2.0,4,5,1,1,4.0,10277.0,1800.0,,1800,18500000.0,,28.392382,77.089173,Luxury
1831,Residential Land,Gurgaon,Sector 28,1,,,0,5,0,,3.0,199203.0,,,4518,100000000.0,,28.475639,77.0823482,Semi-luxury
1832,Residential Land,Gurgaon,DLF Phase 2,1,,,0,1,0,,3.0,300000.0,,,2250,75000000.0,,28.4889627,77.0866646,Semi-luxury
1833,Independent House/Villa,Gurgaon,Sushant Lok Phase 1,1,4.0,4.0,4,5,1,,2.0,330000.0,2250.000000000225,,2718,82500000.0,,28.4572434,77.0782527,Luxury
1834,Independent House/Villa,Gurgaon,Sector 47,1,3.0,3.0,4,5,1,,2.0,6281.0,,,2547,16000000.0,3.0,28.428221,77.055209,Luxury
1835,Independent House/Villa,Gurgaon,Sector 48,0,3.0,4.0,1,5,1,,2.0,519.0,,,287,14900000.0,3.0,28.463784,77.062503,Luxury
1836,Independent/Builder Floor,Gurgaon,Malibu Town,0,3.0,4.0,1,5,2,1,2.0,30.0,2000.0,,2000,60000.0,,28.422656,77.045656,Luxury
1837,Residential Apartment,Gurgaon,Sector 67A,0,2.0,1.0,4,3,1,12,14.0,42.0,591.0,,591,25000.0,2.0,28.378112,77.056045,Semi-luxury
1838,Residential Apartment,Gurgaon,Sector 67A,1,2.0,2.0,1,5,1,6,15.0,9000.0,700.0,,700,6300000.0,2.0,28.382146,77.055471,Semi-luxury
1839,Residential Apartment,Gurgaon,Sector 56,1,3.0,3.0,4,1,3,6,8.0,6976.0,1700.0,2150.0,2150,15000000.0,3.0,28.4256506,77.099613,Semi-luxury
1840,Residential Apartment,Gurgaon,Sector 102,1,3.0,3.0,2,1,2,10,14.0,9283.0,,2025.0,2025,18000000.0,3.0,28.4805841,76.9694902,Semi-luxury
1841,Residential Apartment,Gurgaon,Sector 71,1,2.0,2.0,4,5,2,5,14.0,7512.0,1198.0,,1198,9000000.0,2.0,28.4069773,77.024781,Semi-luxury
1842,Residential Apartment,Gurgaon,Sector 67A,0,2.0,1.0,1,5,1,3,14.0,62.0,591.0,,591,37000.0,2.0,28.378112,77.056045,Semi-luxury
1843,Residential Apartment,Gurgaon,Sector 70A,0,3.0,4.0,4,5,6,25,30.0,30.0,2000.0,,2000,60000.0,3.0,28.385039,77.022483,Semi-luxury
1844,Residential Apartment,Gurgaon,Sector 104,1,3.0,4.0,2,1,2,12,29.0,10408.0,,2450.0,2450,25500000.0,3.0,28.4815785,76.9907986,Semi-luxury
1845,Residential Apartment,Gurgaon,Sector 67A,1,2.0,2.0,2,8,1,8,15.0,8285.0,700.0,,700,5800000.0,2.0,28.378496,77.05722,Semi-luxury
1846,Residential Apartment,Gurgaon,Sector 67A,0,2.0,1.0,4,3,1,6,14.0,37.0,591.0,,591,22000.0,2.0,28.378496,77.05722,Semi-luxury
1847,Residential Apartment,Gurgaon,Sector 67A,1,2.0,1.0,4,7,1,5,15.0,8714.0,700.0,,700,6100000.0,2.0,28.382146,77.055471,Semi-luxury
1848,Residential Apartment,Gurgaon,Sector 67A,0,2.0,2.0,1,3,1,10,15.0,51.0,700.0,,700,36000.0,2.0,28.382146,77.055471,Semi-luxury
1849,Residential Apartment,Gurgaon,Sector 67A,0,2.0,2.0,4,8,1,5,15.0,34.0,700.0,,700,24000.0,2.0,28.377457,77.05715,Semi-luxury
1850,Residential Apartment,Gurgaon,Sector 67A,0,2.0,1.0,1,5,1,9,14.0,59.0,591.0,,591,35000.0,2.0,28.3777771,77.0566709,Semi-luxury
1851,Residential Apartment,Gurgaon,Sector 67A,0,2.0,2.0,4,7,1,10,14.0,50.0,700.0,,700,35000.0,2.0,28.377457,77.05715,Semi-luxury
1852,Independent/Builder Floor,Gurgaon,Sector 48,1,3.0,4.0,4,5,2,1,2.0,8250.0,2000.0,,2000,16500000.0,,28.4153994,77.037736,Luxury
1853,Residential Land,Gurgaon,Malibu Town,1,,,0,1,0,,4.0,210000.0,,,4500,105000000.0,,28.425675,77.043508,Semi-luxury
1854,Independent/Builder Floor,Gurgaon,Malibu Town,0,2.0,2.0,1,5,2,3,4.0,53.0,600.0,,600,32000.0,,28.422656,77.045656,Luxury
1855,Independent House/Villa,Gurgaon,Sector 48,1,7.0,4.0,4,8,2,,2.0,192307.0,,,2340,50000000.0,7.0,28.41161,77.03995,Luxury
1856,Independent/Builder Floor,Gurgaon,Sector 48,1,3.0,4.0,4,1,1,2,2.0,10191.0,1570.0,,1570,16000000.0,3.0,28.412173,77.0361,Luxury
1857,Independent House/Villa,Gurgaon,Sector 33,1,5.0,4.0,4,3,6,,2.0,180909.0,,,4950,99500000.0,5.0,28.428798,77.029648,Luxury
1858,Residential Apartment,Gurgaon,Sector 48,1,4.0,4.0,4,1,2,11,14.0,13317.0,2000.0,2170.0,2170,28900000.0,4.0,28.416629,77.038982,Semi-luxury
1859,Residential Land,Gurgaon,Sector 50,1,,,0,5,0,,3.0,160000.0,,,6930,123200000.0,,28.4160426,77.0593246,Semi-luxury
1860,Independent House/Villa,Gurgaon,Sector 33,1,5.0,4.0,4,5,2,,3.0,179487.0,,,546,98000000.0,,28.4388158,77.02766,Luxury
1861,Residential Apartment,Gurgaon,Sector 67A,0,2.0,2.0,1,5,1,9,15.0,52.0,598.0,,598,31500.0,2.0,28.378112,77.056045,Semi-luxury
1862,Residential Apartment,Gurgaon,Sector 111,1,4.0,4.0,2,1,2,6,21.0,12000.0,,2950.0,2950,36000000.0,4.0,28.5186704,77.0267878,Semi-luxury
1863,Residential Land,Gurgaon,Malibu Town,1,,,0,1,0,,4.0,215000.0,,,4590,109700000.0,,28.425675,77.043508,Semi-luxury
1864,Independent House/Villa,Gurgaon,Sector 48,1,7.0,4.0,4,8,2,,2.0,190384.0,,,2340,49500000.0,7.0,28.41161,77.03995,Luxury
1865,Residential Apartment,Gurgaon,Sector 48,1,4.0,4.0,4,1,2,10,14.0,11253.0,2100.0,2577.0,2577,29000000.0,4.0,28.416629,77.038982,Semi-luxury
1866,Residential Land,Gurgaon,Sector 73,1,,,0,4,0,,4.0,131000.0,,,1584,23100000.0,,28.408414,77.011761,Semi-luxury
1867,Independent House/Villa,Gurgaon,Sector 48,1,7.0,4.0,4,5,2,,2.0,190384.0,,,2340,49500000.0,,28.4153994,77.037736,Luxury
1868,Independent House/Villa,Gurgaon,Sector 33,1,5.0,4.0,4,5,2,,2.0,183150.0,,,4914,100000000.0,,28.4388158,77.02766,Luxury
1869,Independent/Builder Floor,Gurgaon,Sector 48,1,3.0,4.0,4,5,2,1,2.0,6800.0,2500.0,,2500,17000000.0,,28.4153994,77.037736,Luxury
