,PROPERTY_TYPE,CITY,OWNTYPE,BEDROOM_NUM,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,PRICE_SQFT,AREA,SUPERBUILTUP_SQFT,PRICE,BALCONY_NUM,FLOOR_NUM,BHK,LOCALITY,LATITUDE,LONGITUDE,LUXURY,CARPET_SQFT,SWIMMING_POOL,POWER_BACKUP,CLUB_HOUSE,PARKING,PARKING,ATM,GYM,LIFT,WASTE_DISPOSAL,GAS_PIPELINE,NEAR_BANK
13875,Residential Apartment,Gurgaon,1,3.0,4,4,6,24.0,"33,12,25,47,17,1,2,3,6,9,40,41,21",10024.0,2025,2025.0,20299999.999999996,3.0,7,3.0,Sector 77,28.3855771,76.9759917,Luxury,,1,1,1,0,1,1,1,1,1,0,0
13876,Residential Apartment,Gurgaon,1,2.0,4,1,1,17.0,"33,23,12,47,29,1,3,6,9,40,41,20,21",26846.0,1300,1300.0,34900000.0,1.0,3,2.0,Sector 66,28.401406,77.050549,Luxury,,1,0,1,0,1,1,1,1,0,1,0
13877,Residential Apartment,Gurgaon,1,2.0,4,1,1,51.0,"33,1,12,2,3,25,47,6,40,41,20,21",11904.0,1470,1470.0,17500000.0,1.0,11,2.0,Sector 67,28.391640123846,77.065127854166,Luxury,,1,1,1,0,1,0,1,1,1,0,0
13878,Residential Apartment,Gurgaon,1,2.0,4,4,1,30.0,"33,12,25,47,26,29,1,2,3,6,40,30,41,31,20,21,32",8667.0,1719,1719.0,14900000.0,2.0,14,2.0,Sector 70A,28.3827247,77.0170901,Luxury,,1,1,1,0,1,0,1,1,1,1,0
13879,Residential Apartment,Gurgaon,1,3.0,4,4,2,21.0,"33,23,12,47,25,1,2,3,5,6,9,40,30,41,20,21",10208.0,2400,2400.0,24500000.0,1.0,7,3.0,Sector 67,28.389679,77.059355,Luxury,,1,1,1,0,1,1,1,1,1,0,0
13880,Residential Apartment,Gurgaon,1,3.0,4,1,5,47.0,"1,12,2,3,25,47,6,8,40,41,20,21",22695.0,3525,3525.0,80000000.0,1.0,7,3.0,Sector 65,28.40185,77.061015,Luxury,,1,1,1,0,1,0,1,1,1,0,0
13881,Independent/Builder Floor,Gurgaon,1,2.0,4,0,6,3.0,"25,3,47,6,17,9,40,41",8282.0,990,,8200000.0,1.0,1,3.0,Sector 37D,28.440761,76.972101,Luxury,990.0,0,0,1,0,1,1,0,0,1,0,0
13882,Residential Apartment,Gurgaon,1,3.0,4,1,6,30.0,"1,12,24,3,25,6,17,40,41,21",17190.0,3025,,52000000.0,1.0,10,3.0,Sector 59,28.409463,77.108186,Luxury,3025.0,1,0,1,0,1,0,1,1,1,0,0
13883,Residential Apartment,Gurgaon,1,2.0,4,4,1,32.0,"33,12,23,25,47,17,1,3,6,8,9,40,41,32",15448.0,1508,1508.26,23300000.0,2.0,9,2.0,Sector 62,28.40356,77.085012,Luxury,,1,0,1,0,1,1,1,0,1,0,0
13884,Residential Apartment,Gurgaon,1,3.0,4,4,2,18.0,"33,23,12,47,25,26,29,1,2,3,5,6,9,40,30,41,31,20,21,32",22151.0,3160,3160.0,70000000.0,2.0,6,3.0,Sector 54,28.4383596,77.1062709,Luxury,,1,1,1,0,1,1,1,1,1,1,0
13885,Independent/Builder Floor,Gurgaon,1,3.0,4,4,5,4.0,"24,25,47,40,41,32,21",13170.0,2680,,35300000.0,1.0,2,,DLF Phase 3,28.493729,77.106531,Luxury,2680.21,0,0,0,0,0,0,0,1,1,0,0
13886,Residential Apartment,Gurgaon,1,3.0,4,4,3,17.0,"12,25,47,26,29,1,2,3,5,6,40,41,20,21,32",21454.0,2750,2750.0,59000000.0,4.0,5,3.0,Sector 54,28.44684967862,77.10207066169,Luxury,,1,1,1,0,1,0,1,1,1,1,0
13887,Residential Apartment,Gurgaon,1,4.0,4,4,3,18.0,"23,1,12,3,47,26,6,9,30,20,21",19417.0,2575,2575.0,50000000.0,1.0,6,4.0,DLF Phase 5,28.451507,77.09427,Luxury,,1,0,1,0,1,1,1,1,0,0,0
13888,Residential Apartment,Gurgaon,1,4.0,4,1,3,19.0,"33,12,25,1,2,3,5,6,9,40,41,20,21",18848.0,3979,3979.0,75000000.0,3.0,7,4.0,DLF Phase 5,28.452895,77.095738,Luxury,,1,1,1,0,1,1,1,1,1,0,0
13889,Residential Apartment,Gurgaon,1,4.0,4,1,1,21.0,"23,6,17,8,40,41",22222.0,2700,,60000000.0,3.0,3,4.0,DLF Phase 4,28.465281,77.082392,Luxury,2700.0,0,0,0,0,1,0,0,0,0,0,0
13890,Residential Apartment,Gurgaon,1,3.0,4,1,5,20.0,"1,23,2,3,47,26,6,17,40,30,41,21",41267.0,1357,,56000000.0,1.0,8,3.0,DLF Phase 5,28.44029,77.10939,Luxury,1357.0,1,1,1,0,1,0,0,1,0,0,0
13891,Residential Apartment,Gurgaon,1,2.0,0,0,5,22.0,"23,1,12,3,26,6,9,30,20,21",11250.0,1370,1370.0,15400000.0,1.0,5,2.0,Sector 70A,28.3839966,77.0153032,Luxury,,1,0,1,0,1,1,1,1,0,0,0
13892,Residential Apartment,Gurgaon,1,2.0,0,0,5,22.0,"23,1,12,3,26,6,9,30,20,21",11250.0,1370,1370.0,15400000.0,1.0,8,2.0,Sector 70A,28.3839966,77.0153032,Luxury,,1,0,1,0,1,1,1,1,0,0,0
13893,Residential Apartment,Gurgaon,1,3.0,4,0,1,20.0,"33,1,23,12,2,3,6,9,20,21",9500.0,2150,,20400000.0,2.0,9,3.0,Sector 79,28.356562,76.973291,Luxury,2150.0,1,1,1,0,1,1,1,1,0,0,0
13894,Residential Apartment,Gurgaon,1,3.0,4,0,1,29.0,"33,23,12,26,1,2,3,6,9,30,20,31,21",12382.0,2132,,26400000.0,2.0,8,3.0,Sector 81,28.3889069,76.9513279,Luxury,2132.0,1,1,1,0,1,1,1,1,0,0,0
13895,Residential Apartment,Gurgaon,1,4.0,4,0,1,29.0,"33,1,23,12,2,3,26,6,9,30,20,21",13000.0,2792,,36300000.0,3.0,4,4.0,Sector 81,28.3889069,76.9513279,Luxury,2792.0,1,1,1,0,1,1,1,1,0,0,0
13896,Independent/Builder Floor,Gurgaon,1,3.0,4,0,1,4.0,"23,3,9,32",129259.0,2430,2430.000000000243,34900000.0,2.0,2,,DLF Phase 1,28.464776,77.100449,Luxury,,0,0,1,0,0,1,0,0,0,0,0
13897,Residential Apartment,Gurgaon,1,3.0,4,0,1,20.0,"33,1,23,12,2,3,6,9,20,21",9500.0,2015,,19100000.0,2.0,5,3.0,Sector 79,28.356562,76.973291,Luxury,2015.0,1,1,1,0,1,1,1,1,0,0,0
13898,Residential Apartment,Gurgaon,1,3.0,4,0,1,29.0,"33,23,12,26,1,2,3,6,9,30,20,31,21",12715.0,2092,,26600000.0,3.0,9,3.0,Sector 81,28.3889069,76.9513279,Luxury,2092.0,1,1,1,0,1,1,1,1,0,0,0
13899,Residential Apartment,Gurgaon,1,3.0,4,0,1,29.0,"33,23,12,26,1,2,3,6,9,30,20,31,21",12570.0,2132,,26800000.0,2.0,7,3.0,Sector 81,28.3889069,76.9513279,Luxury,2132.0,1,1,1,0,1,1,1,1,0,0,0
13900,Residential Apartment,Gurgaon,1,3.0,0,0,1,20.0,"33,1,23,12,2,3,6,9,20,21",8982.0,2015,,18100000.0,2.0,9,3.0,Sector 79,28.356562,76.973291,Luxury,2015.0,1,1,1,0,1,1,1,1,0,0,0
13901,Residential Apartment,Gurgaon,1,4.0,4,0,1,20.0,"33,1,23,12,2,3,6,9,20,21",12088.0,2250,,27200000.000000004,3.0,7,4.0,Sector 79,28.356562,76.973291,Luxury,2250.0,1,1,1,0,1,1,1,1,0,0,0
13902,Residential Apartment,Gurgaon,1,3.0,4,0,1,20.0,"33,1,23,12,2,3,6,9,20,21",9512.0,2050,,19500000.0,2.0,6,3.0,Sector 79,28.356562,76.973291,Luxury,2050.0,1,1,1,0,1,1,1,1,0,0,0
13903,Residential Apartment,Gurgaon,1,4.0,4,0,1,20.0,"33,1,23,12,2,3,6,9,20,21",10280.0,2675,,27500000.0,3.0,9,4.0,Sector 79,28.356562,76.973291,Luxury,2675.0,1,1,1,0,1,1,1,1,0,0,0
13904,Residential Apartment,Gurgaon,1,4.0,4,0,1,29.0,"33,1,23,12,2,3,26,6,9,30,20,21",13217.0,2875,,38000000.0,3.0,8,4.0,Sector 81,28.3889069,76.9513279,Luxury,2875.0,1,1,1,0,1,1,1,1,0,0,0
13905,Residential Apartment,Gurgaon,1,4.0,4,0,1,29.0,"33,1,23,12,2,3,26,6,9,30,20,21",13391.0,2875,,38500000.0,3.0,10,4.0,Sector 81,28.3889069,76.9513279,Luxury,2875.0,1,1,1,0,1,1,1,1,0,0,0
13906,Residential Apartment,Gurgaon,1,3.0,4,0,1,20.0,"33,1,23,12,2,3,6,9,20,21",9268.0,2050,,19000000.0,2.0,10,3.0,Sector 79,28.356562,76.973291,Luxury,2050.0,1,1,1,0,1,1,1,1,0,0,0
13907,Residential Apartment,Gurgaon,1,4.0,4,0,1,20.0,"33,1,23,12,2,3,6,9,20,21",9532.0,2675,,25500000.0,3.0,9,4.0,Sector 79,28.356562,76.973291,Luxury,2675.0,1,1,1,0,1,1,1,1,0,0,0
13908,Residential Apartment,Gurgaon,1,4.0,0,0,1,20.0,"33,1,23,12,2,3,6,9,20,21",11111.0,2250,,25000000.0,3.0,6,3.0,Sector 79,28.356562,76.973291,Luxury,2250.0,1,1,1,0,1,1,1,1,0,0,0
13909,Residential Apartment,Gurgaon,1,4.0,0,0,1,29.0,"33,1,23,12,2,3,26,6,9,30,20,21",12883.0,2872,,37000000.0,3.0,6,,Sector 81,28.3889069,76.9513279,Luxury,2872.0,1,1,1,0,1,1,1,1,0,0,0
13910,Residential Apartment,Gurgaon,1,3.0,0,0,1,29.0,"33,1,23,12,2,3,26,6,9,30,20,21",12906.0,2092,,27000000.0,3.0,9,,Sector 81,28.3889069,76.9513279,Luxury,2092.0,1,1,1,0,1,1,1,1,0,0,0
13911,Residential Apartment,Gurgaon,1,3.0,0,0,1,29.0,"33,1,23,12,2,3,26,6,9,30,20,21",13041.0,2032,,26500000.0,2.0,8,3.0,Sector 81,28.3889069,76.9513279,Luxury,2032.0,1,1,1,0,1,1,1,1,0,0,0
13912,Residential Apartment,Gurgaon,1,3.0,4,0,1,20.0,"33,1,23,12,2,3,6,9,20,21",8372.0,2150,2150.0,18000000.0,3.0,7,3.0,Sector 79,28.356562,76.973291,Luxury,2015.0,1,1,1,0,1,1,1,1,0,0,0
13913,Residential Apartment,Gurgaon,1,4.0,4,0,1,29.0,"33,1,23,12,2,3,26,6,9,30,20,21",12520.0,3035,3035.0,38000000.0,3.0,9,3.0,Sector 81,28.3889069,76.9513279,Luxury,2505.0,1,1,1,0,1,1,1,1,0,0,0
13914,Residential Apartment,Gurgaon,1,4.0,0,0,1,20.0,"33,1,23,12,2,3,6,9,20,21",9158.0,2675,,24500000.0,3.0,9,3.0,Sector 79,28.356562,76.973291,Luxury,2675.0,1,1,1,0,1,1,1,1,0,0,0
13915,Residential Apartment,Gurgaon,1,3.0,4,0,1,20.0,"33,1,23,12,2,3,6,9,20,21",8604.0,2150,,18500000.0,3.0,7,3.0,Sector 79,28.356562,76.973291,Luxury,2150.0,1,1,1,0,1,1,1,1,0,0,0
13916,Residential Apartment,Gurgaon,1,4.0,4,0,1,29.0,"33,23,1,12,3,26,6,9,30,20,21",13863.0,2705,,37500000.0,3.0,9,3.0,Sector 81,28.3889069,76.9513279,Luxury,2705.0,1,0,1,0,1,1,1,1,0,0,0
13917,Residential Apartment,Gurgaon,1,3.0,4,0,1,29.0,"33,1,23,12,2,3,26,6,9,30,20,21",12195.0,2132,2132.0,26000000.0,2.0,8,,Sector 81,28.3889069,76.9513279,Luxury,,1,1,1,0,1,1,1,1,0,0,0
13918,Residential Apartment,Gurgaon,1,3.0,4,4,1,29.0,"33,44,23,12,26,29,1,2,3,6,9,40,30,41,20,42,21",11650.0,2103,,24500000.0,1.0,9,,Sector 81,28.3889069,76.9513279,Luxury,2103.0,1,1,1,0,1,1,1,1,0,1,0
13919,Residential Apartment,Gurgaon,1,3.0,4,5,2,21.0,"23,24,5,17,6,19,20,21",14418.0,2358,2358.0,34000000.0,3.0,15,3.0,Sector 67,28.3892271,77.0607964,Luxury,,0,0,0,0,1,0,0,1,0,0,0
13920,Residential Apartment,Gurgaon,1,3.0,4,3,3,14.0,"23,24,5,17,6,19,20,21",10682.0,2153,2153.0,23000000.0,4.0,5,3.0,Sector 49,28.4050245,77.0454925,Luxury,1705.0,0,0,0,0,1,0,0,1,0,0,0
13921,Residential Apartment,Gurgaon,1,3.0,4,0,1,31.0,"33,1,12,2,3,26,6,29,30,31,20,21",11860.0,2150,,25500000.0,3.0,3,3.0,Sector 70A,28.3827247,77.0170901,Luxury,2150.0,1,1,1,0,1,0,1,1,0,1,0
13922,Residential Apartment,Gurgaon,1,3.0,4,3,2,18.0,"44,23,12,24,46,47,25,26,17,39,29,19,1,3,5,6,40,30,41,20,42,21,43",22916.0,3495,3495.0,55000000.0,4.0,18,3.0,Sector 53,28.445927,77.099865,Luxury,2400.0,1,0,1,0,1,0,1,1,1,1,1
13923,Residential Apartment,Gurgaon,1,3.0,4,5,1,21.0,"23,24,5,17,6,19,20,21",6857.0,1750,1750.0,12000000.0,2.0,6,3.0,Sector 84,28.4081658,76.9628658,Luxury,,0,0,0,0,1,0,0,1,0,0,0
13924,Residential Apartment,Gurgaon,1,3.0,2,1,1,21.0,"33,44,12,23,24,26,17,19,1,2,3,6,9,40,30,41,20,21,43",9973.0,1895,1895.0,18900000.0,4.0,9,3.0,Sector 86,28.39332,76.945729,Luxury,1516.0,1,1,1,0,1,1,1,1,0,0,0
13925,Residential Apartment,Gurgaon,1,3.0,4,0,6,32.0,"1,12,3",15837.0,2588,2588.79,41000000.0,4.0,17,3.0,Sector 62,28.40356,77.085012,Luxury,,1,0,1,0,0,0,1,0,0,0,0
13926,Independent/Builder Floor,Gurgaon,1,4.0,4,5,6,4.0,"23,12,24,25,47,26,17,39,19,1,3,5,6,8,40,30,41,20,42,32,10,43",22331.0,2733,2733.0,50000000.0,4.0,2,4.0,Sector 63,28.411794,77.06903,Luxury,2239.0,1,0,1,0,1,0,1,0,1,0,1
13927,Independent/Builder Floor,Gurgaon,1,4.0,2,3,6,4.0,"23,12,24,46,25,47,26,17,39,19,1,3,5,6,8,40,30,41,20,42,32,10,43",18311.0,2321,2321.0,42500000.0,4.0,3,,Sector 63,28.411794,77.06903,Luxury,1850.0,1,0,1,0,1,0,1,0,1,0,1
13928,Independent/Builder Floor,Gurgaon,1,4.0,2,6,6,4.0,"23,12,24,46,25,47,26,39,17,19,1,3,5,6,8,40,41,30,20,42,32,10,43",24787.0,2733,2733.0,55500000.0,4.0,1,,Sector 63,28.411794,77.06903,Luxury,2239.0,1,0,1,0,1,0,1,0,1,0,1
13929,Residential Apartment,Gurgaon,1,3.0,2,0,3,15.0,"23,12,24,46,25,26,17,29,19,1,3,5,6,40,30,20,21",13138.0,3425,3425.0,45000000.0,4.0,6,3.0,Sector 53,28.445927,77.099865,Luxury,,1,0,1,0,1,0,1,1,1,1,0
13930,Independent House/Villa,Gurgaon,1,3.0,2,3,2,1.0,24,150000.0,1440,,24000000.0,0.0,,,Sector 4,28.4741603,77.0075055,Luxury,,0,0,0,0,0,0,0,0,0,0,0
13931,Residential Apartment,Gurgaon,1,4.0,4,3,1,29.0,"33,44,23,12,24,46,26,17,19,1,2,3,5,6,9,30,20,31,21",13057.0,2872,2872.0,37500000.0,4.0,14,,Sector 81,28.3889069,76.9513279,Luxury,,1,1,1,0,1,1,1,1,0,0,0
13932,Residential Apartment,Gurgaon,1,4.0,2,3,1,19.0,"44,33,23,12,24,46,17,19,1,2,3,5,6,9,20,21",7716.0,3434,3434.0,26500000.0,4.0,19,4.0,Sector 84,28.4065341,76.9627918,Luxury,,1,1,1,0,1,1,1,1,0,0,0
13933,Residential Apartment,Gurgaon,1,3.0,2,3,3,16.0,"44,23,24,47,25,26,28,30,31,32,10,33,12,17,39,19,1,2,3,5,6,8,9,40,41,20,21,43",7287.0,1880,1880.0,13700000.000000002,3.0,7,3.0,Sector 82,28.392063,76.957229,Luxury,,1,1,1,0,1,1,1,1,1,0,1
13934,Residential Apartment,Gurgaon,1,3.0,4,3,1,16.0,"44,33,12,23,24,46,17,19,1,2,3,5,6,9,20,21",10000.0,1720,1720.0,17200000.0,3.0,5,3.0,Sector 83,28.395494,76.9756004,Luxury,1095.3,1,1,1,0,1,1,1,1,0,0,0
13935,Residential Apartment,Gurgaon,1,3.0,2,2,2,15.0,"44,23,45,24,46,25,47,26,28,29,30,31,32,10,33,12,17,39,19,1,2,3,5,6,8,9,40,41,20,42,21,43",6629.0,1810,1810.0,12000000.0,4.0,9,,Sector 81,28.390872,76.95272,Luxury,1180.0,1,1,1,0,1,1,1,1,1,1,1
13936,Residential Apartment,Gurgaon,1,2.0,4,1,1,15.0,"44,23,45,24,46,25,47,26,29,30,31,10,32,33,12,17,39,19,1,2,3,5,6,8,9,40,41,20,42,21,43",9174.0,1199,1199.0,11000000.0,2.0,14,2.0,Sector 68,28.385415,77.04925,Luxury,,1,1,1,0,1,1,1,1,1,1,1
13937,Residential Apartment,Gurgaon,1,3.0,4,3,5,32.0,"44,33,23,12,24,46,47,25,26,17,28,19,1,3,5,6,9,40,41,20,31,21,43",8344.0,1450,1450.0,12100000.0,3.0,11,3.0,Sector 83,28.399611581537,76.975736174694,Luxury,,1,0,1,0,1,1,1,1,1,0,0
13938,Residential Apartment,Gurgaon,1,3.0,4,3,6,20.0,"44,33,23,12,24,46,25,47,26,17,28,29,19,1,3,5,6,9,40,41,20,31,21,43",6659.0,1997,1997.0,14500000.0,3.0,6,,Sector 99A,28.46252,76.951718,Luxury,,1,0,1,0,1,1,1,1,1,1,0
13939,Residential Apartment,Gurgaon,1,3.0,4,5,5,26.0,"44,23,24,46,25,47,26,29,30,31,10,32,33,12,17,39,19,1,3,5,6,8,9,40,41,20,42,21,43",14985.0,1704,1704.0,15500000.0,4.0,21,3.0,Sector 69,28.393622,77.035359,Luxury,1034.31,1,0,1,0,1,1,1,1,1,1,1
13940,Residential Apartment,Gurgaon,1,3.0,4,1,5,26.0,"44,23,24,46,47,25,26,29,30,31,33,12,17,39,19,1,3,5,6,8,9,40,41,20,21,43",15082.0,1704,1704.0,15600000.0,4.0,16,3.0,Sector 69,28.393622,77.035359,Luxury,1034.31,1,0,1,0,1,1,1,1,1,1,1
13941,Independent House/Villa,Gurgaon,1,4.0,4,3,1,4.0,"44,23,24,25,26,17,29,19,5,6,9,40,32",119444.0,3240,,43000000.0,2.0,,,DLF Phase 1,28.4754909,77.1032095,Luxury,,0,0,0,0,1,1,0,0,1,1,0
13942,Independent House/Villa,Gurgaon,1,3.0,4,0,2,3.0,"23,26,17,19,8,40",296666.0,2700,,89000000.0,3.0,,3.0,DLF Phase 1,28.4754909,77.1032095,Luxury,,0,0,0,0,0,0,0,0,0,0,0
13943,Residential Apartment,Gurgaon,1,3.0,4,3,1,29.0,"44,23,45,24,46,25,47,26,29,30,31,10,32,33,12,17,39,19,1,2,3,5,6,8,9,40,41,20,42,21,43",9751.0,1692,1692.0,16500000.0,3.0,25,3.0,Sector 68,28.377498,77.042358,Luxury,,1,1,1,0,1,1,1,1,1,1,1
13944,Residential Apartment,Gurgaon,1,4.0,2,8,1,26.0,"44,23,45,24,46,25,47,26,29,30,31,10,32,33,12,17,39,19,1,2,3,5,6,8,9,40,20,21,43",6406.0,3434,3434.0,22000000.0,4.0,14,,Sector 84,28.4065341,76.9627918,Luxury,,1,1,1,0,1,1,1,1,1,1,1
13945,Residential Apartment,Gurgaon,1,3.0,2,6,1,19.0,"44,23,45,24,46,25,47,26,28,29,30,31,32,10,33,12,17,39,19,1,3,5,6,8,9,40,20,42,21,43",6062.0,1930,1930.0,13000000.0,4.0,13,,Sector 90,28.408196,76.930093,Luxury,,1,0,1,0,1,1,1,1,1,1,1
13946,Residential Apartment,Gurgaon,1,2.0,2,6,1,21.0,"44,23,45,24,46,25,47,26,29,30,31,10,32,33,12,17,39,19,1,2,3,5,6,8,9,40,20,42,21,43",5894.0,1425,1425.0,8400000.0,4.0,9,,Sector 84,28.410307,76.962527,Luxury,,1,1,1,0,1,1,1,1,1,1,1
13947,Residential Apartment,Gurgaon,1,3.0,2,6,1,21.0,"44,23,45,24,46,25,47,26,29,30,31,32,33,12,17,39,19,1,2,3,5,6,8,9,40,41,20,42,21",5494.0,2275,2275.0,12500000.0,4.0,12,,Sector 84,28.408225,76.962987,Luxury,,1,1,1,0,1,1,1,1,1,1,1
13948,Independent/Builder Floor,Gurgaon,1,3.0,4,4,6,4.0,"23,24,25,26,5,6,29,19,32",80729.0,192,,15500000.0,2.0,1,3.0,Sector 48,28.4153994,77.037736,Luxury,192.0,0,0,0,0,1,0,0,0,1,1,0
13949,Independent/Builder Floor,Gurgaon,1,3.0,1,6,6,3.0,"23,24,25,26,6,29,19,32",9000.0,2000,,18000000.0,3.0,2,,Sector 48,28.4153994,77.037736,Luxury,2000.0,0,0,0,0,1,0,0,0,1,1,0
13950,Independent/Builder Floor,Gurgaon,1,1.0,2,5,2,3.0,"24,25,19",5600.0,500,,2800000.0,2.0,G,,Sector 9,28.4621304,77.0017465,Luxury,500.0,0,0,0,0,0,0,0,0,1,0,0
13951,Independent/Builder Floor,Gurgaon,1,4.0,1,0,1,4.0,N,47000.0,4788,,25000000.0,3.0,1,,Sector 9A,28.468927,76.997421,Luxury,4788.000000000478,0,0,0,0,0,0,0,0,0,0,0
13952,Residential Apartment,Gurgaon,1,3.0,4,1,6,28.0,"33,23,12,24,46,25,47,26,17,28,29,19,1,3,5,6,9,40,30,41,20,31,21,43",17045.0,2802,2802.0,37500000.0,2.0,15,,Sector 112,28.518677,77.015115,Luxury,2200.0,1,0,1,0,1,1,1,1,1,1,0
13953,Residential Apartment,Gurgaon,1,3.0,4,1,6,28.0,"44,23,24,46,25,47,26,28,29,30,31,33,12,17,19,1,2,3,5,6,9,40,41,20,21,43",13204.0,2802,2802.0,37000000.0,2.0,12,,Sector 112,28.518677,77.015115,Luxury,2200.0,1,1,1,0,1,1,1,1,1,1,0
13954,Residential Apartment,Gurgaon,1,3.0,4,1,6,25.0,"44,33,23,12,24,46,25,47,26,17,28,29,19,1,3,5,6,9,30,41,20,31,21,43",14687.0,3763,3763.0,47000000.0,2.0,10,,Sector 112,28.518677,77.015115,Luxury,3200.0,1,0,1,0,1,1,1,1,1,1,0
13955,Residential Apartment,Gurgaon,1,3.0,4,1,6,28.0,"44,23,24,46,25,47,26,28,29,30,31,33,12,17,19,1,2,3,5,6,9,40,41,20,21,43",12622.0,3763,3763.0,47500000.0,2.0,10,,Sector 112,28.518677,77.015115,Luxury,2700.0,1,1,1,0,1,1,1,1,1,1,0
13956,Residential Apartment,Gurgaon,1,4.0,4,3,6,28.0,"44,33,23,12,46,25,47,26,28,29,1,3,5,6,9,40,30,41,20,31,21,43",18125.0,4848,4848.0,58000000.0,3.0,15,,Sector 112,28.518677,77.015115,Luxury,3200.0,1,0,1,0,1,1,1,1,1,1,0
13957,Residential Apartment,Gurgaon,1,4.0,4,1,6,28.0,"44,23,24,46,25,47,26,28,29,30,31,33,12,17,19,1,3,5,6,9,40,41,20,21,43",16428.0,4848,4848.0,57500000.0,3.0,10,,Sector 112,28.518677,77.015115,Luxury,3500.0,1,0,1,0,1,1,1,1,1,1,0
13958,Residential Apartment,Gurgaon,1,2.0,4,0,1,4.0,"6,21",7082.0,706,,5000000.0,1.0,4,,Sector 103,28.4891378,76.9844677,Luxury,706.0,0,0,0,0,1,0,0,1,0,0,0
13959,Residential Apartment,Gurgaon,1,2.0,2,0,6,19.0,"33,12,23,24,26,17,19,1,2,3,6,20,21",6612.0,1361,1361.0,9000000.0,2.0,7,,Sector 103,28.488289,76.985599,Luxury,1000.0,1,1,1,0,1,0,1,1,0,0,0
13960,Independent/Builder Floor,Gurgaon,1,3.0,1,1,3,2.0,"44,23,12,46,3,26,5,19,10,43",43408.0,2799,,13500000.0,2.0,1,,Uppals Southend,28.409324,77.045716,Luxury,2799.00000000028,0,0,1,0,0,0,1,0,0,0,0
13961,Independent House/Villa,Gurgaon,1,5.0,4,5,1,2.0,"23,24,25,26,5,19,8",211988.0,3078,,72500000.0,4.0,,3.0,Sector 46,28.4345552,77.0578855,Luxury,,0,0,0,0,0,0,0,0,1,0,0
13962,Residential Apartment,Gurgaon,1,3.0,4,6,2,18.0,"23,17,6,19,20,21",10630.0,2587,2587.0,27500000.0,4.0,7,3.0,Sector 57,28.4234414,77.0765927,Luxury,,0,0,0,0,1,0,0,1,0,0,0
13963,Residential Apartment,Gurgaon,1,3.0,4,7,2,14.0,"23,6,20,21",9268.0,2050,2050.0,19000000.0,3.0,2,3.0,Sector 102,28.4746969,76.9686267,Luxury,,0,0,0,0,1,0,0,1,0,0,0
13964,Residential Apartment,Gurgaon,1,3.0,2,6,2,19.0,"33,12,23,24,46,25,47,26,17,29,19,1,2,3,5,6,9,40,41,20,31,21,43",7747.0,1936,1936.0,15000000.0,3.0,9,,Sector 90,28.408196,76.930093,Luxury,,1,1,1,0,1,1,1,1,1,1,0
13965,Independent/Builder Floor,Gurgaon,1,2.0,4,1,1,2.0,"44,23,12,46,3,26,5,29,19,10,43",87264.0,1908,,18500000.0,2.0,2,,Sector 63A,28.3990776,77.1020169,Luxury,1908.0000000001908,0,0,1,0,0,0,1,0,0,1,0
13966,Residential Apartment,Gurgaon,1,2.0,1,0,1,12.0,"23,6,21",9090.0,605,,5500000.0,1.0,3,2.0,Sector 102,28.4746969,76.9686267,Luxury,605.0,0,0,0,0,1,0,0,1,0,0,0
13967,Residential Apartment,Gurgaon,1,3.0,4,5,2,30.0,"23,5,6,20,21",23615.0,2329,2329.0,55000000.0,3.0,30,3.0,Sector 54,28.4439713,77.1111214,Luxury,1331.0,0,0,0,0,1,0,0,1,0,0,0
13968,Independent/Builder Floor,Gurgaon,1,4.0,4,1,6,4.0,"23,24,25,26,6,29,19",18750.0,3200,3200.0,60000000.0,3.0,4,,DLF Phase 1,28.4754909,77.1032095,Luxury,,0,0,0,0,1,0,0,0,1,1,0
13969,Independent/Builder Floor,Gurgaon,1,3.0,0,0,6,1.0,24,10789.0,1900,,20500000.0,3.0,G,,Sector 57,28.4234414,77.0765927,Luxury,1900.0,0,0,0,0,0,0,0,0,0,0,0
13970,Residential Apartment,Gurgaon,1,5.0,4,5,1,24.0,"23,12,24,25,26,17,29,19,1,3,5,6,8,9,30,41,20,31,21,10,32",49046.0,9175,9175.0,450000000.0,4.0,11,5.0,Sector 42,28.45382,77.09956,Luxury,,1,0,1,0,1,1,1,1,1,1,0
13971,Independent House/Villa,Gurgaon,1,4.0,2,3,3,2.0,"26,29,19",360000.0,4500,,180000000.0,4.0,,6.0,DLF Phase 1,28.4754909,77.1032095,Luxury,,0,0,0,0,0,0,0,0,0,1,0
13972,Independent/Builder Floor,Gurgaon,1,4.0,4,3,6,4.0,"44,23,45,24,46,25,47,26,29,30,32,10,12,17,19,1,3,5,6,8,9,40,41,20,42,21,43",6944.0,3600,,25000000.0,4.0,1,6.0,Palam Vihar,28.5129305,77.037736,Luxury,,1,0,1,0,1,1,1,1,1,1,0
13973,Residential Apartment,Gurgaon,1,4.0,4,5,1,38.0,"44,23,45,24,46,47,25,26,29,30,31,32,10,33,12,17,39,19,1,3,5,6,8,9,40,41,20,42,21,43",30358.0,3541,3541.0,107500000.0,4.0,34,4.0,Sector 54,28.444951,77.111544,Luxury,,1,0,1,0,1,1,1,1,1,1,1
