,PROPERTY_TYPE,CITY,OWNTYPE,BEDROOM_NUM,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,PRICE_SQFT,AREA,SUPERBUILTUP_SQFT,PRICE,BALCONY_NUM,FLOOR_NUM,BHK,LOCALITY,LATITUDE,LONGITUDE,LUXURY,CARPET_SQFT,SWIMMING_POOL,POWER_BACKUP,CLUB_HOUSE,PARKING,PARKING,ATM,GYM,LIFT,WASTE_DISPOSAL,GAS_PIPELINE,NEAR_BANK
13786,Residential Apartment,Gurgaon,1,2.0,4,5,1,21.0,"33,12,23,46,47,25,26,17,28,19,1,2,3,6,9,20,31,21,43",10472.0,1480,1480.0,15500000.0,3.0,7,2.0,Sector 86,28.39332,76.945729,Luxury,1036.0,1,1,1,0,1,1,1,1,1,0,0
13787,Residential Apartment,Gurgaon,1,4.0,4,5,1,29.0,"23,45,24,46,47,25,26,28,29,30,31,32,33,12,17,39,1,2,3,6,8,9,40,41,20,21,43",8397.0,2215,2215.0,18600000.0,4.0,9,4.0,Sector 90,28.406885,76.930127,Luxury,1610.0,1,1,1,0,1,1,1,1,1,1,1
13788,Residential Apartment,Gurgaon,1,4.0,4,5,1,29.0,"23,45,46,47,25,26,28,29,30,31,33,12,17,19,1,2,3,6,8,9,40,41,20,42,21,43",10361.0,3185,3185.0,33000000.0,2.0,10,4.0,Sector 81,28.39181,76.949669,Luxury,2229.0,1,1,1,0,1,1,1,1,1,1,0
13789,Residential Apartment,Gurgaon,1,4.0,4,5,1,21.0,"23,45,24,46,47,25,26,28,29,30,31,10,33,12,17,39,19,1,2,3,6,8,9,40,41,20,21,43",12091.0,3060,3060.0,37000000.0,4.0,8,4.0,Sector 86,28.39332,76.945729,Luxury,2229.0,1,1,1,0,1,1,1,1,1,1,1
13790,Residential Apartment,Gurgaon,1,2.0,4,5,1,21.0,"45,46,47,25,26,28,29,30,31,10,32,33,12,17,39,19,1,2,3,5,6,9,40,41,20,42,21,43",7719.0,1425,1425.0,11000000.0,3.0,8,2.0,Sector 84,28.410307,76.962527,Luxury,997.0,1,1,1,0,1,1,1,1,1,1,1
13791,Residential Apartment,Gurgaon,1,2.0,4,5,1,15.0,"23,45,46,25,47,26,28,29,30,31,32,33,12,39,1,2,3,5,6,9,40,41,20,42,21,43",7720.0,1360,1360.0,10500000.0,3.0,3,2.0,Sector 81,28.390872,76.95272,Luxury,894.0,1,1,1,0,1,1,1,1,1,1,1
13792,Residential Apartment,Gurgaon,1,3.0,4,5,1,26.0,"23,45,46,25,47,26,28,29,30,31,10,32,33,12,17,39,19,1,2,3,6,8,9,40,41,20,42,21,43",8513.0,2408,2408.0,20500000.0,3.0,9,3.0,Sector 85,28.409748,76.953903,Luxury,1685.0,1,1,1,0,1,1,1,1,1,1,1
13793,Residential Apartment,Gurgaon,1,3.0,4,5,1,21.0,"23,45,46,47,25,26,28,29,30,31,32,33,12,17,39,19,1,2,3,5,6,9,40,41,20,42,21,43",7407.0,1890,1890.0,14000000.0,4.0,14,3.0,Sector 84,28.410307,76.962527,Luxury,1323.0,1,1,1,0,1,1,1,1,1,1,1
13794,Residential Apartment,Gurgaon,1,4.0,4,5,5,32.0,"44,23,45,24,46,25,47,26,28,29,30,32,10,33,12,17,39,19,1,3,6,8,9,40,41,20,42,21,43",10619.0,2599,,27599999.999999996,4.0,22,4.0,Sector 85,28.4085579,76.951783,Luxury,2599.0,1,0,1,0,1,1,1,1,1,1,1
13795,Residential Apartment,Gurgaon,1,4.0,4,5,1,21.0,"23,45,24,46,25,47,26,28,29,30,31,32,10,33,12,17,39,19,1,2,3,5,6,9,40,41,20,42,21,43",9505.0,2325,,22100000.0,4.0,12,4.0,Sector 92,28.409143,76.914457,Luxury,1627.0,1,1,1,0,1,1,1,1,1,1,1
13796,Residential Apartment,Gurgaon,1,4.0,4,5,1,29.0,"23,45,24,46,25,47,26,28,29,30,31,10,32,33,12,17,39,19,1,2,3,6,9,40,41,20,42,21,43",8352.0,2215,2215.0,18500000.0,4.0,14,4.0,Sector 90,28.406885,76.930127,Luxury,1550.0,1,1,1,0,1,1,1,1,1,1,1
13797,Residential Apartment,Gurgaon,1,2.0,0,0,6,24.0,"33,1,23,12,2,3,26,6,9,20,21",7200.0,1385,1385.0,997200000.0,4.0,1,,Sector 106,28.499693,76.999962,Luxury,845.0,1,1,1,0,1,1,1,1,0,0,0
13798,Residential Apartment,Gurgaon,1,4.0,4,5,1,26.0,"23,45,24,46,47,25,26,29,30,31,10,32,33,12,17,39,19,1,2,3,5,6,8,9,40,41,20,21,43",9246.0,2812,2812.0,26000000.0,4.0,8,4.0,Sector 85,28.409748,76.953903,Luxury,1968.0,1,1,1,0,1,1,1,1,1,1,1
13799,Residential Apartment,Gurgaon,1,4.0,4,5,1,26.0,"23,45,24,46,25,47,26,28,29,30,31,10,32,33,12,17,39,19,1,2,3,5,6,8,9,40,41,20,21,43",8890.0,2812,2812.0,25000000.0,4.0,12,4.0,Sector 85,28.409748,76.953903,Luxury,1968.0,1,1,1,0,1,1,1,1,1,1,1
13800,Residential Apartment,Gurgaon,1,3.0,4,5,1,17.0,"23,24,5,17,6,19,20,21",6332.0,1446,1446.0,9800000.0,4.0,6,3.0,Sector 104,28.48379,76.00055,Luxury,,0,0,0,0,1,0,0,1,0,0,0
13801,Residential Apartment,Gurgaon,1,4.0,4,1,1,21.0,"45,24,46,25,47,26,28,29,30,31,32,33,12,17,19,1,3,6,9,40,41,20,42,21,43",12258.0,3060,3060.0,37500000.0,4.0,5,4.0,Sector 86,28.39332,76.945729,Luxury,2142.0,1,0,1,0,1,1,1,1,1,1,0
13802,Residential Apartment,Gurgaon,1,2.0,4,5,1,21.0,"44,23,45,24,46,47,25,26,28,29,30,31,33,12,17,19,1,2,3,6,9,40,41,20,21,43",10472.0,1480,1480.0,15500000.0,3.0,11,2.0,Sector 86,28.39332,76.945729,Luxury,1036.0,1,1,1,0,1,1,1,1,1,1,0
13803,Residential Apartment,Gurgaon,1,4.0,4,0,5,32.0,"33,1,12,2,3,26,6,20,21",10580.0,2599,,27500000.0,4.0,25,4.0,Sector 85,28.4085579,76.951783,Luxury,1930.0,1,1,1,0,1,0,1,1,0,0,0
13804,Residential Apartment,Gurgaon,1,3.0,4,1,5,32.0,"33,12,23,45,25,47,26,17,29,19,1,2,3,6,40,30,41,20,42,31,21,32,10,43",10278.0,2189,,22500000.0,3.0,27,3.0,Sector 85,28.4085579,76.951783,Luxury,2129.0,1,1,1,0,1,0,1,1,1,1,0
13805,Residential Apartment,Gurgaon,1,3.0,4,5,5,32.0,"45,24,46,47,25,26,28,29,30,31,10,33,12,17,39,19,1,2,3,6,8,9,40,41,20,42,21,43",10114.0,1829,,18500000.0,4.0,27,3.0,Sector 85,28.4085579,76.951783,Luxury,1280.0,1,1,1,0,1,1,1,1,1,1,1
13806,Residential Apartment,Gurgaon,1,2.0,4,0,5,32.0,"33,1,12,3,26,6,20,21",9712.0,1390,,13500000.0,1.0,17,2.0,Sector 85,28.4085579,76.951783,Luxury,,1,0,1,0,1,0,1,1,0,0,0
13807,Residential Apartment,Gurgaon,1,3.0,4,5,1,21.0,"23,45,24,46,47,25,26,28,29,30,31,10,33,12,17,39,1,2,3,5,6,9,40,41,20,42,21,43",7460.0,1890,1890.0,14100000.0,4.0,15,3.0,Sector 84,28.410307,76.962527,Luxury,1323.0,1,1,1,0,1,1,1,1,1,1,1
13808,Residential Apartment,Gurgaon,1,3.0,4,5,1,3.0,"44,45,24,46,47,25,26,28,29,30,31,32,10,33,12,17,39,19,1,2,3,6,9,40,41,20,42,43",6750.0,2000,2000.0,13500000.0,4.0,1,3.0,Sector 84,28.409668,76.961532,Luxury,1400.0,1,1,1,0,1,1,1,0,1,1,1
13809,Residential Apartment,Gurgaon,1,3.0,4,5,1,20.0,"23,45,24,46,47,25,26,28,29,30,31,10,33,12,17,39,19,1,2,3,6,9,40,20,21,43",8604.0,2150,2150.0,18500000.0,4.0,14,3.0,Sector 79,28.356562,76.973291,Luxury,1505.0,1,1,1,0,1,1,1,1,1,1,1
13810,Residential Apartment,Gurgaon,1,3.0,4,5,1,20.0,"23,45,24,46,25,47,26,28,29,30,31,10,33,12,17,39,19,1,2,3,6,9,40,41,20,21,43",8684.0,2015,2015.0,17500000.0,4.0,10,3.0,Sector 79,28.356562,76.973291,Luxury,1410.0,1,1,1,0,1,1,1,1,1,1,1
13811,Residential Apartment,Gurgaon,1,3.0,4,5,1,13.0,"33,23,12,45,46,25,47,26,39,28,29,1,2,3,9,40,41,30,20,42,31,21,43",7327.0,2320,2320.0,17000000.0,4.0,7,3.0,Sector 91,28.405628,76.926043,Luxury,1624.0,1,1,1,0,0,1,1,1,1,1,1
13812,Residential Apartment,Gurgaon,1,4.0,4,5,1,21.0,"23,45,24,46,25,47,26,29,30,31,32,33,12,17,39,19,1,2,3,6,8,9,40,41,20,42,21,43",12254.0,3060,3060.0,37500000.0,4.0,14,4.0,Sector 86,28.39332,76.945729,Luxury,2142.0,1,1,1,0,1,1,1,1,1,1,1
13813,Residential Apartment,Gurgaon,1,3.0,4,5,1,19.0,"23,45,24,46,47,25,26,28,29,30,31,10,32,33,12,17,39,19,1,2,3,6,9,40,41,20,42,21,43",8812.0,1929,1929.0,17000000.0,1.0,8,3.0,Sector 86,28.397175,76.935532,Luxury,1350.0,1,1,1,0,1,1,1,1,1,1,1
13814,Residential Apartment,Gurgaon,1,3.0,4,5,1,19.0,"23,45,24,46,47,25,26,28,29,30,31,10,32,33,12,17,39,19,1,3,6,9,40,41,20,42,21,43",8490.0,2120,2120.0,18000000.0,4.0,6,3.0,Sector 92,28.409208,76.925732,Luxury,1484.0,1,0,1,0,1,1,1,1,1,1,1
13815,Residential Apartment,Gurgaon,1,3.0,4,5,1,19.0,"23,45,24,46,47,25,26,28,29,30,31,10,32,33,12,17,39,19,1,2,3,6,9,40,41,20,42,21,43",8962.0,2120,2120.0,19000000.0,4.0,12,3.0,Sector 92,28.409208,76.925732,Luxury,1484.0,1,1,1,0,1,1,1,1,1,1,1
13816,Residential Apartment,Gurgaon,1,3.0,4,5,1,19.0,"23,45,24,46,25,47,26,28,29,30,31,32,10,33,12,39,19,1,2,3,5,6,9,40,41,20,42,21,43",8521.0,1995,1995.0,17000000.0,4.0,12,3.0,Sector 92,28.409208,76.925732,Luxury,1396.0,1,1,1,0,1,1,1,1,1,1,1
13817,Residential Apartment,Gurgaon,1,3.0,4,1,5,32.0,"45,24,46,47,25,26,28,29,30,31,33,12,17,19,1,2,3,6,9,40,41,20,42,21,43",10114.0,1829,,18500000.0,3.0,10,3.0,Sector 85,28.4085579,76.951783,Luxury,1280.0,1,1,1,0,1,1,1,1,1,1,0
13818,Residential Apartment,Gurgaon,1,3.0,4,5,1,21.0,"44,23,45,24,46,47,25,26,28,29,30,31,32,33,12,17,39,19,1,2,3,5,6,9,40,41,20,42,21,43",6685.0,1750,1750.0,11700000.0,2.0,14,3.0,Sector 84,28.410307,76.962527,Luxury,1225.0,1,1,1,0,1,1,1,1,1,1,1
13819,Residential Apartment,Gurgaon,1,4.0,4,5,1,29.0,"23,45,24,46,25,47,26,28,29,30,31,10,32,33,12,17,39,19,1,2,3,6,9,40,41,20,42,21,43",10266.0,3185,3185.0,32700000.0,2.0,12,4.0,Sector 81,28.39181,76.949669,Luxury,2229.0,1,1,1,0,1,1,1,1,1,1,1
13820,Residential Apartment,Gurgaon,1,4.0,4,1,1,19.0,"23,45,24,46,47,25,26,28,29,30,31,10,32,33,12,17,19,1,2,3,5,6,9,40,41,20,42,21,43",9032.0,2325,2325.0,21000000.0,4.0,10,4.0,Sector 92,28.409208,76.925732,Luxury,1627.0,1,1,1,0,1,1,1,1,1,1,0
13821,Residential Apartment,Gurgaon,1,4.0,4,1,1,29.0,"44,23,45,24,46,25,47,26,28,29,30,31,10,33,12,39,19,1,3,6,40,41,20,42,21,43",11490.0,2215,2215.0,18500000.0,4.0,14,4.0,Sector 90,28.406885,76.930127,Luxury,1610.0,1,0,1,0,1,0,1,1,1,1,1
13822,Residential Apartment,Gurgaon,1,4.0,4,3,5,32.0,"23,45,24,46,25,47,26,29,30,31,32,10,33,12,17,39,19,1,2,3,5,6,8,9,40,41,20,42,21",10580.0,2599,,27500000.0,4.0,4,4.0,Sector 85,28.4085579,76.951783,Luxury,2599.0,1,1,1,0,1,1,1,1,1,1,1
13823,Residential Apartment,Gurgaon,1,4.0,4,3,1,20.0,"44,23,45,24,46,25,47,26,29,30,31,10,32,33,12,17,39,19,1,2,3,5,6,9,40,41,20,42,21",10298.0,3185,3185.0,32799999.999999996,2.0,7,4.0,Sector 81,28.39181,76.949669,Luxury,2420.0,1,1,1,0,1,1,1,1,1,1,1
13824,Residential Apartment,Gurgaon,1,3.0,2,5,6,26.0,"23,24,5,17,6,19,20,21",11339.0,1852,1852.0,21000000.0,3.0,9,3.0,Sector 102,28.4746969,76.9686267,Luxury,1389.0,0,0,0,0,1,0,0,1,0,0,0
13825,Residential Apartment,Gurgaon,1,4.0,4,3,1,20.0,"44,23,45,24,46,25,47,26,29,30,31,32,10,33,12,17,39,19,1,2,3,5,6,9,40,41,20,42,21",8222.0,2250,2250.0,18500000.0,3.0,15,4.0,Sector 79,28.356562,76.973291,Luxury,,1,1,1,0,1,1,1,1,1,1,1
13826,Residential Apartment,Gurgaon,1,2.0,4,7,1,28.0,"23,24,46,47,25,26,28,29,30,31,10,33,12,17,19,1,3,5,6,9,40,41,20,21,43",11880.0,2441,2441.0,29000000.0,3.0,3,2.0,Sector 112,28.518677,77.015115,Luxury,,1,0,1,0,1,1,1,1,1,1,0
13827,Residential Apartment,Gurgaon,1,3.0,4,3,1,29.0,"12,23,24,17,19,1,3,5,6,9,40,30,41,20,21,10,43",11632.0,2450,2450.0,28500000.0,4.0,7,3.0,Sector 104,28.482289,76.991786,Luxury,,1,0,1,0,1,1,1,1,0,0,0
13828,Residential Apartment,Gurgaon,1,2.0,4,1,1,29.0,"12,23,24,17,19,1,3,5,6,9,40,30,41,20,21,43",11705.0,1700,1700.0,19900000.0,3.0,15,3.0,Sector 104,28.482289,76.991786,Luxury,,1,0,1,0,1,1,1,1,0,0,0
13829,Residential Apartment,Gurgaon,1,2.0,4,4,1,29.0,"12,23,24,17,19,1,3,5,6,9,40,30,41,20,21,43",11290.0,1550,1550.0,17500000.0,2.0,11,,Sector 104,28.482289,76.991786,Luxury,,1,0,1,0,1,1,1,1,0,0,0
13830,Residential Apartment,Gurgaon,1,3.0,4,5,5,34.0,"23,12,24,17,28,29,19,1,2,3,5,6,9,40,30,41,20,21,10,43",15363.0,1855,1855.0,28500000.0,3.0,8,,Sector 106,28.509518516781,76.988676053722,Luxury,,1,1,1,0,1,1,1,1,0,1,0
13831,Residential Apartment,Gurgaon,1,3.0,4,1,6,20.0,"33,23,12,24,46,47,25,26,17,19,1,2,3,5,6,9,40,41,20,21,43",7260.0,1997,1997.0,14500000.0,3.0,10,,Sector 99A,28.46252,76.951718,Luxury,,1,1,1,0,1,1,1,1,1,0,0
13832,Residential Apartment,Gurgaon,1,2.0,4,5,1,21.0,"23,45,24,46,47,25,26,29,30,10,32,33,12,17,39,19,1,2,3,6,9,40,41,20,42,21",10472.0,1480,1480.0,15500000.0,3.0,12,2.0,Sector 86,28.39332,76.945729,Luxury,1036.0,1,1,1,0,1,1,1,1,1,1,1
13833,Residential Apartment,Gurgaon,1,2.0,4,5,1,21.0,"23,45,24,25,47,26,29,30,31,32,33,12,17,39,19,1,2,3,6,9,40,41,20,42,21,43",10270.0,1480,1480.0,15200000.0,3.0,15,2.0,Sector 86,28.39332,76.945729,Luxury,1036.0,1,1,1,0,1,1,1,1,1,1,1
13834,Residential Apartment,Gurgaon,1,4.0,4,5,2,14.0,"44,23,45,24,46,47,25,26,28,29,30,31,32,33,12,17,19,1,2,3,5,6,9,40,41,20,42,21,43",24640.0,3125,,77000000.0,3.0,11,,MG Road,28.472761,77.085959,Luxury,3125.0,1,1,1,0,1,1,1,1,1,1,0
13835,Residential Apartment,Gurgaon,1,4.0,4,5,3,19.0,"44,23,45,24,46,25,47,26,28,29,30,31,10,32,33,12,17,19,1,2,3,5,6,9,40,41,20,42,21,43",20000.0,4000,,80000000.0,3.0,14,4.0,DLF Phase 5,28.452895,77.095738,Luxury,4000.0,1,1,1,0,1,1,1,1,1,1,0
13836,Residential Apartment,Gurgaon,1,4.0,4,5,2,30.0,"44,23,45,24,46,25,47,26,28,29,30,31,10,32,33,12,17,19,1,3,5,6,9,40,41,20,42,21,43",26812.0,2704,,72500000.0,2.0,28,,Sector 54,28.443185,77.108897,Luxury,2704.0,1,0,1,0,1,1,1,1,1,1,0
13837,Residential Apartment,Gurgaon,1,4.0,2,8,1,24.0,"44,23,12,24,46,47,25,26,17,29,19,1,3,6,9,41,20,21",9102.0,4548,4548.0,43500000.0,4.0,11,5.0,Sector 102,28.482618,76.974365,Luxury,,1,0,1,0,1,1,1,1,1,1,0
13838,Residential Apartment,Gurgaon,1,2.0,4,5,1,9.0,"33,12,1,3,26,9,40",8011.0,1423,1423.0,11399999.999999998,3.0,9,,Sector 103,28.499023,76.983105,Luxury,1250.0,1,0,1,0,0,1,1,0,0,0,0
13839,Residential Apartment,Gurgaon,1,4.0,2,5,1,24.0,"44,23,45,24,46,25,47,26,29,30,31,32,33,12,17,39,19,1,2,3,5,6,9,40,41,20,42,21",7558.0,2355,,17800000.0,4.0,12,,Sector 106,28.499693,76.999962,Luxury,1766.0,1,1,1,0,1,1,1,1,1,1,1
13840,Residential Apartment,Gurgaon,1,3.0,4,1,5,32.0,"44,23,45,24,46,25,47,26,29,30,31,32,33,12,17,39,19,1,2,3,5,6,8,9,40,41,20,42,21",9957.0,2129,,21200000.0,3.0,14,3.0,Sector 85,28.4085579,76.951783,Luxury,2129.0,1,1,1,0,1,1,1,1,1,1,1
13841,Residential Apartment,Gurgaon,1,3.0,4,0,1,11.0,"33,23,12,24,26,17,29,19,1,3,5,6,9,20,21",13498.0,1437,1437.0,12000000.0,3.0,7,3.0,Sector 70,28.395681,77.029439,Luxury,889.0,1,0,1,0,1,1,1,1,0,1,0
13842,Residential Apartment,Gurgaon,1,4.0,4,5,6,40.0,"44,23,45,24,25,47,26,29,30,31,32,33,12,17,39,19,1,3,5,6,40,41,20,42,21",19354.0,3355,3355.0,60000000.0,4.0,38,4.0,Sector 72,28.402309427353,77.036047802092,Luxury,3100.0,1,0,1,0,1,0,1,1,1,1,1
13843,Residential Apartment,Gurgaon,1,3.0,4,1,5,32.0,"44,23,45,24,46,25,47,26,28,29,30,31,32,33,12,17,19,1,3,5,6,41,20,42,21",142183.0,1370,,18100000.0,3.0,19,3.0,Sector 85,28.4085579,76.951783,Luxury,1370.2463860155217,1,0,1,0,1,0,1,1,1,1,0
13844,Residential Apartment,Gurgaon,1,4.0,4,5,1,17.0,"23,24,5,17,6,19,20,21",7099.0,2324,,16500000.0,4.0,5,4.0,Sector 104,28.48379,76.00055,Luxury,2324.0,0,0,0,0,1,0,0,1,0,0,0
13845,Residential Apartment,Gurgaon,1,4.0,4,5,2,38.0,"44,23,45,24,46,25,47,26,28,29,30,31,10,32,33,12,17,19,1,3,5,6,9,40,41,20,42,21,43",74324.0,7400,,550000000.0,4.0,7,,Sector 42,28.458598,77.108078,Luxury,7400.0,1,0,1,0,1,1,1,1,1,1,0
13846,Residential Apartment,Gurgaon,1,3.0,4,1,6,24.0,"33,23,12,25,47,26,28,29,1,2,3,5,6,9,20,21,43",9500.0,2542,2542.0,24100000.0,2.0,16,3.0,Sector 95,28.417025,76.909653,Luxury,1779.0,1,1,1,0,1,1,1,1,1,1,0
13847,Residential Apartment,Gurgaon,1,3.0,4,5,6,24.0,"33,23,12,45,46,26,28,29,1,2,3,5,6,9,40,30,41,20,42,21,10,32,43",10178.0,1965,1965.0,20000000.0,4.0,10,3.0,Sector 95,28.417025,76.909653,Luxury,1375.0,1,1,1,0,1,1,1,1,0,1,0
13848,Residential Apartment,Gurgaon,1,3.0,4,5,1,19.0,"44,23,45,24,46,25,26,28,29,30,31,10,32,33,12,17,39,19,1,2,3,6,9,40,41,20,42,21,43",8840.0,1923,1923.0,17000000.0,1.0,6,3.0,Sector 86,28.397175,76.935532,Luxury,1353.0,1,1,1,0,1,1,1,1,1,1,1
13849,Residential Apartment,Gurgaon,1,3.0,4,5,1,21.0,"33,12,23,45,24,46,25,47,26,19,1,2,3,5,6,9,40,30,41,20,42,21,32,43",7142.0,1890,1890.0,13500000.0,4.0,10,3.0,Sector 84,28.410307,76.962527,Luxury,1323.0,1,1,1,0,1,1,1,1,1,0,0
13850,Residential Apartment,Gurgaon,1,3.0,4,5,1,21.0,"33,12,23,25,47,26,29,1,2,3,5,6,8,9,40,30,20,21,10,32,43",6571.0,1750,1750.0,11500000.0,2.0,14,3.0,Sector 84,28.410307,76.962527,Luxury,1225.0,1,1,1,0,1,1,1,1,1,1,0
13851,Residential Apartment,Gurgaon,1,2.0,1,1,1,21.0,"44,23,45,24,46,25,47,26,29,30,31,32,33,12,17,39,19,1,3,5,6,8,9,40,41,20,21",10270.0,1480,1480.0,15200000.0,3.0,18,2.0,Sector 86,28.39332,76.945729,Luxury,1050.0,1,0,1,0,1,1,1,1,1,1,1
13852,Residential Apartment,Gurgaon,1,3.0,1,1,1,21.0,"44,33,45,12,46,25,47,26,39,28,29,1,3,5,6,8,40,30,41,20,42,31,21,32",7314.0,1750,1750.0,12800000.0,2.0,12,3.0,Sector 84,28.410307,76.962527,Luxury,1310.0,1,0,1,0,1,0,1,1,1,1,1
13853,Residential Apartment,Gurgaon,1,3.0,2,5,6,10.0,"44,33,12,23,24,26,17,29,19,1,2,3,6,20,31,21,43",7082.0,1765,1765.0,12500000.0,3.0,6,,Sector 37C,28.45135,76.9888,Luxury,,1,1,1,0,1,0,1,1,0,1,0
13854,Residential Apartment,Gurgaon,1,3.0,2,3,6,10.0,"44,33,23,12,24,47,26,17,29,19,1,3,6,20,31,21,43",7089.0,1735,1735.0,12300000.0,3.0,4,,Sector 37C,28.45135,76.9888,Luxury,,1,0,1,0,1,0,1,1,0,1,0
13855,Residential Apartment,Gurgaon,1,3.0,2,3,6,10.0,"44,33,12,23,24,25,26,17,29,19,1,2,3,6,20,31,21",7100.0,1990,1990.0,14100000.0,3.0,6,,Sector 37C,28.45135,76.9888,Luxury,,1,1,1,0,1,0,1,1,1,1,0
13856,Residential Apartment,Gurgaon,1,2.0,2,3,1,11.0,"33,23,12,24,26,17,19,1,3,6,9,21,32",4875.0,800,,3900000.0,2.0,8,,Sector 37C,28.449911,76.98362,Luxury,800.0,1,0,1,0,1,1,1,1,0,0,0
13857,Residential Apartment,Gurgaon,1,2.0,4,1,2,11.0,"23,12,1,24,25,3,26,17,6,31,21",6097.0,1230,,7500000.0,2.0,4,,Sector 37C,28.449277,77.041077,Luxury,1230.0,1,0,1,0,1,0,1,1,1,0,0
13858,Residential Apartment,Gurgaon,1,2.0,2,5,1,10.0,"44,33,12,23,45,46,25,26,29,1,2,3,6,30,31,21",6381.0,1379,,8800000.0,1.0,5,2.0,Sector 37C,28.45135,76.9888,Luxury,1379.0,1,1,1,0,1,0,1,1,1,1,0
13859,Residential Apartment,Gurgaon,1,2.0,2,0,1,10.0,"44,33,12,23,24,25,26,17,29,1,2,3,6,31,21",6276.0,1402,,8800000.0,1.0,6,2.0,Sector 37C,28.45135,76.9888,Luxury,1402.0,1,1,1,0,1,0,1,1,1,1,0
13860,Residential Apartment,Gurgaon,1,3.0,2,3,1,10.0,"44,33,12,23,46,26,17,29,19,1,2,3,6,31,21",7090.0,1763,,12500000.0,2.0,5,3.0,Sector 37C,28.45135,76.9888,Luxury,1763.0,1,1,1,0,1,0,1,1,0,1,0
13861,Residential Apartment,Gurgaon,1,4.0,2,0,1,10.0,"44,33,12,23,24,25,26,17,29,19,1,2,3,6,31,21",5788.0,2764,2764.0,16000000.0,3.0,5,4.0,Sector 37C,28.45135,76.9888,Luxury,,1,1,1,0,1,0,1,1,1,1,0
13862,Residential Apartment,Gurgaon,1,3.0,2,4,1,10.0,"44,33,12,23,24,25,26,17,29,1,2,3,6,31,21",6366.0,2199,,14000000.0,3.0,7,3.0,Sector 37C,28.45135,76.9888,Luxury,2199.0,1,1,1,0,1,0,1,1,1,1,0
13863,Residential Apartment,Gurgaon,1,3.0,2,5,1,10.0,"44,33,12,23,24,25,26,17,29,1,2,3,6,31,21",7204.0,1735,,12500000.0,2.0,7,3.0,Sector 37C,28.45135,76.9888,Luxury,1735.0,1,1,1,0,1,0,1,1,1,1,0
13864,Residential Apartment,Gurgaon,1,3.0,2,3,1,10.0,"44,33,12,23,24,25,26,17,29,1,2,3,6,31,21",7365.0,1765,,13000000.0,2.0,4,3.0,Sector 37C,28.45135,76.9888,Luxury,1765.0,1,1,1,0,1,0,1,1,1,1,0
13865,Residential Apartment,Gurgaon,1,2.0,2,6,1,10.0,"44,33,12,23,24,25,26,17,29,1,2,3,6,21",6526.0,1379,,9000000.0,1.0,3,2.0,Sector 37C,28.45135,76.9888,Luxury,1379.0,1,1,1,0,1,0,1,1,1,1,0
13866,Residential Apartment,Gurgaon,1,3.0,2,4,1,10.0,"44,33,12,23,24,25,26,17,29,1,2,3,6,31,21",7286.0,1990,,14500000.0,2.0,5,3.0,Sector 37C,28.45135,76.9888,Luxury,1990.0,1,1,1,0,1,0,1,1,1,1,0
13867,Residential Apartment,Gurgaon,1,3.0,2,2,1,10.0,"44,33,12,23,25,26,17,29,1,2,3,6,21",7203.0,1763,,12700000.0,2.0,2,3.0,Sector 37C,28.45135,76.9888,Luxury,1763.0,1,1,1,0,1,0,1,1,1,1,0
13868,Residential Apartment,Gurgaon,1,2.0,2,2,1,10.0,"44,33,12,23,25,26,17,29,1,2,3,6,21",6348.0,1402,,8900000.0,1.0,4,2.0,Sector 37C,28.45135,76.9888,Luxury,1402.0,1,1,1,0,1,0,1,1,1,1,0
13869,Residential Apartment,Gurgaon,1,3.0,2,7,1,10.0,"44,33,12,23,25,26,17,29,19,1,2,3,6,31,21",6457.0,2199,,14200000.0,2.0,2,3.0,Sector 37C,28.45135,76.9888,Luxury,2199.0,1,1,1,0,1,0,1,1,1,1,0
13870,Residential Apartment,Gurgaon,1,3.0,2,7,1,10.0,"44,33,12,23,25,26,17,29,19,1,2,3,6,21",7319.0,1735,,12700000.0,2.0,2,3.0,Sector 37C,28.45135,76.9888,Luxury,1735.0,1,1,1,0,1,0,1,1,1,1,0
13871,Residential Apartment,Gurgaon,1,4.0,2,8,1,10.0,"44,33,12,23,25,26,17,29,19,1,2,3,6,21",5933.0,2764,,16399999.999999998,3.0,2,4.0,Sector 37C,28.45135,76.9888,Luxury,2764.0,1,1,1,0,1,0,1,1,1,1,0
13872,Residential Apartment,Gurgaon,1,3.0,2,1,1,10.0,"44,33,12,23,24,25,26,17,29,1,2,3,6,21",7386.0,1990,,14700000.0,2.0,2,3.0,Sector 37C,28.45135,76.9888,Luxury,1990.0,1,1,1,0,1,0,1,1,1,1,0
13873,Residential Apartment,Gurgaon,1,3.0,2,8,1,10.0,"44,33,12,23,25,26,17,29,1,2,3,6,21",7592.0,1765,,13400000.0,2.0,2,3.0,Sector 37C,28.45135,76.9888,Luxury,1765.0,1,1,1,0,1,0,1,1,1,1,0
13874,Residential Apartment,Gurgaon,1,3.0,4,1,2,21.0,"33,12,47,25,1,2,3,6,8,40,30,41,20,21,32",9546.0,2095,2095.0,20000000.0,3.0,10,3.0,Sector 109,28.508602,77.002116,Luxury,,1,1,1,0,1,0,1,1,1,0,0
